ID,PHENOTYPE,SAMPLE_SIZE,METHODOLOGY,PARAMETERS,NO_VARIANTS,FTP_WEBPAGE,NO_NONZERO_VARIANTS,NONZERO_FRACTION
PGS002951,Glucose,46186,PLINK,LD Clumping through Plink1.9 & P-value threshold <=5.00e-06,38,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002951/ScoringFiles/PGS002951.txt.gz,38,1
PGS002952,Glucose,46186,DBSLMM,DBSLMM default parameter,1501,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002952/ScoringFiles/PGS002952.txt.gz,1501,1
PGS002953,Glucose,46186,PRS-CS,PRS-CS (auto)auto,1008035,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002953/ScoringFiles/PGS002953.txt.gz,1008035,1
PGS002954,HDL,315133,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00207,815573,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002954/ScoringFiles/PGS002954.txt.gz,553854,0.6790980083940984
PGS002955,HDL,315133,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=3.98e-03",16393,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002955/ScoringFiles/PGS002955.txt.gz,16393,1
PGS002956,HDL,315133,PLINK,LD Clumping through Plink1.9 & P-value threshold <=3.98e-03,25134,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002956/ScoringFiles/PGS002956.txt.gz,25134,1
PGS002957,HDL,315133,DBSLMM,DBSLMM default parameter,7449065,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002957/ScoringFiles/PGS002957.txt.gz,7448753,0.9999581155487299
PGS002958,HDL,315133,PRS-CS,PRS-CS (auto)auto,1113830,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002958/ScoringFiles/PGS002958.txt.gz,1113830,1
PGS002959,HDL,315133,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00207,799981,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002959/ScoringFiles/PGS002959.txt.gz,544252,0.6803311578649993
PGS002960,HDL,315133,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=5.00e-03",17935,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002960/ScoringFiles/PGS002960.txt.gz,17935,1
PGS002961,HDL,315133,PLINK,LD Clumping through Plink1.9 & P-value threshold <=5.00e-03,28354,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002961/ScoringFiles/PGS002961.txt.gz,28354,1
PGS002962,HDL,315133,DBSLMM,DBSLMM default parameter,7449036,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002962/ScoringFiles/PGS002962.txt.gz,7448760,0.9999629482257838
PGS002963,HDL,315133,PRS-CS,PRS-CS (auto)auto,1113830,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002963/ScoringFiles/PGS002963.txt.gz,1113830,1
PGS002964,Height,360388,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.5;Lambda=0.00207,1291379,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002964/ScoringFiles/PGS002964.txt.gz,359805,0.27862076121727236
PGS002965,Height,360388,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=5.01e-03",34284,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002965/ScoringFiles/PGS002965.txt.gz,34284,1
PGS002966,Height,360388,PLINK,LD Clumping through Plink1.9 & P-value threshold <=1.58e-03,49307,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002966/ScoringFiles/PGS002966.txt.gz,49307,1
PGS002967,Height,360388,DBSLMM,DBSLMM default parameter,10297259,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002967/ScoringFiles/PGS002967.txt.gz,10296980,0.9999729054110419
PGS002968,Height,360388,PRS-CS,PRS-CS (auto),1113832,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002968/ScoringFiles/PGS002968.txt.gz,1113832,1
PGS002969,Height,360388,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.5;Lambda=0.00207,1296068,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002969/ScoringFiles/PGS002969.txt.gz,361242,0.27872148683556724
PGS002970,Height,360388,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=3.98e-03",31805,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002970/ScoringFiles/PGS002970.txt.gz,31805,1
PGS002971,Height,360388,PLINK,LD Clumping through Plink1.9 & P-value threshold <=2.51e-03,44500,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002971/ScoringFiles/PGS002971.txt.gz,44500,1
PGS002972,Height,360388,DBSLMM,DBSLMM default parameter,10297262,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002972/ScoringFiles/PGS002972.txt.gz,10296980,0.9999726140793543
PGS002973,Height,360388,PRS-CS,PRS-CS (auto),1113832,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002973/ScoringFiles/PGS002973.txt.gz,1113832,1
PGS002974,Height,133154,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.001,66842,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002974/ScoringFiles/PGS002974.txt.gz,65056,0.9732802728823196
PGS002975,Height,133154,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=6.31e-02",22154,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002975/ScoringFiles/PGS002975.txt.gz,22154,1
PGS002976,Height,133154,PLINK,LD Clumping through Plink1.9 & P-value threshold <=6.31e-02,22443,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002976/ScoringFiles/PGS002976.txt.gz,22443,1
PGS002977,Height,133154,DBSLMM,DBSLMM default parameter,1851736,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002977/ScoringFiles/PGS002977.txt.gz,1851732,0.9999978398648619
PGS002978,Height,133154,PRS-CS,PRS-CS (auto),996356,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002978/ScoringFiles/PGS002978.txt.gz,996356,1
PGS002979,Height,253288,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.5;Lambda=0.00428,280347,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002979/ScoringFiles/PGS002979.txt.gz,62133,0.22162890988667616
PGS002980,Height,253288,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=2.00e-05",2469,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002980/ScoringFiles/PGS002980.txt.gz,2469,1
PGS002981,Height,253288,PLINK,LD Clumping through Plink1.9 & P-value threshold <=6.31e-06,2500,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002981/ScoringFiles/PGS002981.txt.gz,2500,1
PGS002982,Height,253288,DBSLMM,DBSLMM default parameter,912901,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002982/ScoringFiles/PGS002982.txt.gz,912004,0.9990174180990052
PGS002983,Height,253288,PRS-CS,PRS-CS (auto),915020,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002983/ScoringFiles/PGS002983.txt.gz,915020,1
PGS002984,Height,133154,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.5;Lambda=0.00336,67333,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002984/ScoringFiles/PGS002984.txt.gz,40828,0.6063594374229575
PGS002985,Height,133154,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=1.00e-01",31267,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002985/ScoringFiles/PGS002985.txt.gz,31267,1
PGS002986,Height,133154,PLINK,LD Clumping through Plink1.9 & P-value threshold <=1.00e-01,31700,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002986/ScoringFiles/PGS002986.txt.gz,31700,1
PGS002987,Height,133154,DBSLMM,DBSLMM default parameter,1661426,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002987/ScoringFiles/PGS002987.txt.gz,1661419,0.9999957867518625
PGS002988,Height,133154,PRS-CS,PRS-CS (auto)auto,996840,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002988/ScoringFiles/PGS002988.txt.gz,996840,1
PGS002989,Height,253288,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.5;Lambda=0.00336,282132,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002989/ScoringFiles/PGS002989.txt.gz,94859,0.33622205208909306
PGS002990,Height,253288,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=1.00e-03",6903,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002990/ScoringFiles/PGS002990.txt.gz,6903,1
PGS002991,Height,253288,PLINK,LD Clumping through Plink1.9 & P-value threshold <=2.51e-04,7080,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002991/ScoringFiles/PGS002991.txt.gz,7080,1
PGS002992,Height,253288,DBSLMM,DBSLMM default parameter,464103,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002992/ScoringFiles/PGS002992.txt.gz,462871,0.9973454168578958
PGS002993,Height,253288,PRS-CS,PRS-CS (auto)auto,915553,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002993/ScoringFiles/PGS002993.txt.gz,915553,1
PGS002994,Hypertension,361141,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.5;Lambda=0.00264,724579,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002994/ScoringFiles/PGS002994.txt.gz,200817,0.27714990359919345
PGS002995,Hypertension,361141,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=1.26e-02",26671,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002995/ScoringFiles/PGS002995.txt.gz,26671,1
PGS002996,Hypertension,361141,PLINK,LD Clumping through Plink1.9 & P-value threshold <=1.26e-02,25909,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002996/ScoringFiles/PGS002996.txt.gz,25909,1
PGS002997,Hypertension,361141,DBSLMM,DBSLMM default parameter,7601215,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002997/ScoringFiles/PGS002997.txt.gz,7601215,1
PGS002998,Hypertension,361141,PRS-CS,PRS-CS (auto),1113832,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002998/ScoringFiles/PGS002998.txt.gz,1113832,1
PGS002999,Hypertension,361141,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.5;Lambda=0.001,313080,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002999/ScoringFiles/PGS002999.txt.gz,185386,0.5921361952216686
PGS003000,Hypertension,361141,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=1.00e-01",83829,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003000/ScoringFiles/PGS003000.txt.gz,83829,1
PGS003001,Hypertension,361141,PLINK,LD Clumping through Plink1.9 & P-value threshold <=1.00e-01,81218,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003001/ScoringFiles/PGS003001.txt.gz,81218,1
PGS003002,Hypertension,361141,DBSLMM,DBSLMM default parameter,7601215,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003002/ScoringFiles/PGS003002.txt.gz,7601215,1
PGS003003,Hypertension,361141,PRS-CS,PRS-CS (auto),1109030,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003003/ScoringFiles/PGS003003.txt.gz,1109030,1
PGS003004,Hypertension,166552,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.2;Lambda=0.00886,4943,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003004/ScoringFiles/PGS003004.txt.gz,60,0.01213837750354036
PGS003005,Hypertension,166552,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=3.98e-02",2860,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003005/ScoringFiles/PGS003005.txt.gz,2860,1
PGS003006,Hypertension,166552,PLINK,LD Clumping through Plink1.9 & P-value threshold <=1.00e-04,5212,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003006/ScoringFiles/PGS003006.txt.gz,5212,1
PGS003007,Hypertension,166552,DBSLMM,DBSLMM default parameter,359,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003007/ScoringFiles/PGS003007.txt.gz,333,0.9275766016713092
PGS003008,Hypertension,166552,PRS-CS,PRS-CS (auto),12076,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003008/ScoringFiles/PGS003008.txt.gz,12076,1
PGS003009,Hypertension,176868,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.2;Lambda=0.01833,5226,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003009/ScoringFiles/PGS003009.txt.gz,2,3.827018752391887e-4
PGS003010,Hypertension,176868,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=2.00e-02",1894,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003010/ScoringFiles/PGS003010.txt.gz,1894,1
PGS003011,Hypertension,176868,PLINK,LD Clumping through Plink1.9 & P-value threshold <=3.98e-03,3300,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003011/ScoringFiles/PGS003011.txt.gz,3300,1
PGS003012,Hypertension,176868,DBSLMM,DBSLMM default parameter,361,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003012/ScoringFiles/PGS003012.txt.gz,333,0.9224376731301939
PGS003013,Hypertension,176868,PRS-CS,PRS-CS (auto),12076,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003013/ScoringFiles/PGS003013.txt.gz,12076,1
PGS003014,Hypertension,361194,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.5;Lambda=0.001,294142,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003014/ScoringFiles/PGS003014.txt.gz,167394,0.569092479142727
PGS003015,Hypertension,361194,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=7.94e-02",58725,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003015/ScoringFiles/PGS003015.txt.gz,58725,1
PGS003016,Hypertension,361194,PLINK,LD Clumping through Plink1.9 & P-value threshold <=7.94e-02,56978,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003016/ScoringFiles/PGS003016.txt.gz,56978,1
PGS003017,Hypertension,361194,DBSLMM,DBSLMM default parameter,7094727,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003017/ScoringFiles/PGS003017.txt.gz,7094727,1
PGS003018,Hypertension,361194,PRS-CS,PRS-CS (auto),1096197,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003018/ScoringFiles/PGS003018.txt.gz,1096197,1
PGS003019,Hypertension,166552,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.2;Lambda=0.00162,6731,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003019/ScoringFiles/PGS003019.txt.gz,4321,0.6419551329668697
PGS003020,Hypertension,166552,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=3.98e-06",24,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003020/ScoringFiles/PGS003020.txt.gz,24,1
PGS003021,Hypertension,166552,PLINK,LD Clumping through Plink1.9 & P-value threshold <=1.00e-01,24,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003021/ScoringFiles/PGS003021.txt.gz,24,1
PGS003022,Hypertension,166552,DBSLMM,DBSLMM default parameter,56,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003022/ScoringFiles/PGS003022.txt.gz,26,0.4642857142857143
PGS003023,Hypertension,166552,PRS-CS,PRS-CS (auto),12097,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003023/ScoringFiles/PGS003023.txt.gz,12097,1
PGS003024,Hypertension,176868,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.5;Lambda=0.001,7123,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003024/ScoringFiles/PGS003024.txt.gz,5502,0.7724273480275164
PGS003025,Hypertension,176868,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=5.00e-08",9,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003025/ScoringFiles/PGS003025.txt.gz,9,1
PGS003026,Hypertension,176868,PLINK,LD Clumping through Plink1.9 & P-value threshold <=1.00e-01,9,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003026/ScoringFiles/PGS003026.txt.gz,9,1
PGS003027,Hypertension,176868,DBSLMM,DBSLMM default parameter,59,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003027/ScoringFiles/PGS003027.txt.gz,26,0.4406779661016949
PGS003028,Hypertension,176868,PRS-CS,PRS-CS (auto),12097,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003028/ScoringFiles/PGS003028.txt.gz,12097,1
PGS003029,LDL,343621,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00336,549112,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003029/ScoringFiles/PGS003029.txt.gz,254635,0.4637214265942103
PGS003030,LDL,343621,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=1.26e-04",2066,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003030/ScoringFiles/PGS003030.txt.gz,2066,1
PGS003031,LDL,343621,PLINK,LD Clumping through Plink1.9 & P-value threshold <=1.26e-04,2609,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003031/ScoringFiles/PGS003031.txt.gz,2609,1
PGS003032,LDL,343621,DBSLMM,DBSLMM default parameter,7457930,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003032/ScoringFiles/PGS003032.txt.gz,7457840,0.9999879323082946
PGS003033,LDL,343621,PRS-CS,PRS-CS (auto)auto,1113830,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003033/ScoringFiles/PGS003033.txt.gz,1113830,1
PGS003034,LDL,343621,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00336,552845,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003034/ScoringFiles/PGS003034.txt.gz,254950,0.46115999963823495
PGS003035,LDL,343621,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=1.58e-04",2288,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003035/ScoringFiles/PGS003035.txt.gz,2288,1
PGS003036,LDL,343621,PLINK,LD Clumping through Plink1.9 & P-value threshold <=1.58e-04,2935,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003036/ScoringFiles/PGS003036.txt.gz,2935,1
PGS003037,LDL,343621,DBSLMM,DBSLMM default parameter,8918470,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003037/ScoringFiles/PGS003037.txt.gz,8918435,0.9999960755600457
PGS003038,LDL,343621,PRS-CS,PRS-CS (auto)auto,1113830,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003038/ScoringFiles/PGS003038.txt.gz,1113830,1
PGS003039,Polyunsatturated Fatty Acids,13549,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.2;Lambda=0.01438,378933,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003039/ScoringFiles/PGS003039.txt.gz,106184,0.28021840272554777
PGS003040,Polyunsatturated Fatty Acids,13549,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=1.26e-17",13,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003040/ScoringFiles/PGS003040.txt.gz,13,1
PGS003041,Polyunsatturated Fatty Acids,13549,PLINK,LD Clumping through Plink1.9 & P-value threshold <=7.94e-03,13,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003041/ScoringFiles/PGS003041.txt.gz,13,1
PGS003042,Polyunsatturated Fatty Acids,13549,DBSLMM,DBSLMM default parameter,272,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003042/ScoringFiles/PGS003042.txt.gz,136,0.5
PGS003043,Polyunsatturated Fatty Acids,13549,PRS-CS,PRS-CS (auto)auto,1116151,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003043/ScoringFiles/PGS003043.txt.gz,1116151,1
PGS003044,Smoking Status,359706,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00162,520707,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003044/ScoringFiles/PGS003044.txt.gz,407072,0.7817678656134832
PGS003045,Smoking Status,359706,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=7.94e-03",14682,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003045/ScoringFiles/PGS003045.txt.gz,14682,1
PGS003046,Smoking Status,359706,PLINK,LD Clumping through Plink1.9 & P-value threshold <=2.51e-03,27004,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003046/ScoringFiles/PGS003046.txt.gz,27004,1
PGS003047,Smoking Status,359706,DBSLMM,DBSLMM default parameter,7075957,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003047/ScoringFiles/PGS003047.txt.gz,7075940,0.9999975974981193
PGS003048,Smoking Status,359706,PRS-CS,PRS-CS (auto)auto,1113832,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003048/ScoringFiles/PGS003048.txt.gz,1113832,1
PGS003049,Smoking Status,359706,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00264,515021,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003049/ScoringFiles/PGS003049.txt.gz,337935,0.6561577100739582
PGS003050,Smoking Status,359706,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=3.16e-04",1485,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003050/ScoringFiles/PGS003050.txt.gz,1485,1
PGS003051,Smoking Status,359706,PLINK,LD Clumping through Plink1.9 & P-value threshold <=3.16e-04,2146,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003051/ScoringFiles/PGS003051.txt.gz,2146,1
PGS003052,Smoking Status,359706,DBSLMM,DBSLMM default parameter,6575783,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003052/ScoringFiles/PGS003052.txt.gz,6575767,0.999997566829684
PGS003053,Smoking Status,359706,PRS-CS,PRS-CS (auto)auto,1113832,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003053/ScoringFiles/PGS003053.txt.gz,1113832,1
PGS003054,Smoking Status,359751,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.00127,595975,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003054/ScoringFiles/PGS003054.txt.gz,469789,0.7882696421829775
PGS003055,Smoking Status,359751,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=3.16e-03",8787,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003055/ScoringFiles/PGS003055.txt.gz,8787,1
PGS003056,Smoking Status,359751,PLINK,LD Clumping through Plink1.9 & P-value threshold <=1.58e-03,14184,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003056/ScoringFiles/PGS003056.txt.gz,14184,1
PGS003057,Smoking Status,359751,DBSLMM,DBSLMM default parameter,7433494,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003057/ScoringFiles/PGS003057.txt.gz,7433459,0.9999952915815901
PGS003058,Smoking Status,359751,PRS-CS,PRS-CS (auto)auto,1113832,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003058/ScoringFiles/PGS003058.txt.gz,1113832,1
PGS003059,Smoking Status,1232091,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.9;Lambda=0.001,641463,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003059/ScoringFiles/PGS003059.txt.gz,498223,0.7766979545195903
PGS003060,Smoking Status,1232091,Pruning and Thresholding (P+T),"LD Clumping (using Plink to calculate LD, MAF >= 1%, r^2 <= 0.1) & P-value threshold <=3.16e-03",8148,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003060/ScoringFiles/PGS003060.txt.gz,8148,1
PGS003061,Smoking Status,1232091,PLINK,LD Clumping through Plink1.9 & P-value threshold <=2.51e-03,15848,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003061/ScoringFiles/PGS003061.txt.gz,15848,1
PGS003062,Smoking Status,1232091,DBSLMM,DBSLMM default parameter,355,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003062/ScoringFiles/PGS003062.txt.gz,159,0.447887323943662
PGS003063,Smoking Status,1232091,PRS-CS,PRS-CS (auto)auto_traitSMOKING_prefixSmokingInitiation,1109786,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003063/ScoringFiles/PGS003063.txt.gz,1109786,1
PGS003064,Smoking Status,1232091,lassosum,Lassosum 0.4.4 (MAF >= 1%; autosomal variants only)s=0.2;Lambda=0.001,642068,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003064/ScoringFiles/PGS003064.txt.gz,158741,0.2472339378383598
