PHENOTYPE,VAR_BETAS,MAX_ABS_BETAS,MEAN_ABS_BETAS,VAR_PP_CORS,MAX_ABS_PP_CORS,MEAN_ABS_PP_CORS,MEAN_DELTA_R2,MEAN_DELTA_ADJ_R2,MEAN.DELTA_ADJ_R2_POSITIVE
Impedance_of_arm_left.all_ethnicities.both.dynamic_med_corrected.IRNT,0.9399999999999998,0.81,0,0.45,0.67,0.37,1,1,0.59
Impedance_of_arm_left.all_ethnicities.both.dynamic_med_corrected.RAW,0.9300000000000002,0.79,0,0.26,0.46,0.16,1,1,0.51
Impedance_of_arm_left.all_ethnicities.both.original.IRNT,0.41,0.06000000000000001,0,0.66,0.9099999999999998,0.54,1,1,0.07
Impedance_of_arm_left.all_ethnicities.both.original.RAW,0.41,0.07,0,0.65,0.89,0.59,1,1,0.06000000000000001
Impedance_of_arm_left.all_ethnicities.both.original.with_med_correction.IRNT,0.39,0.07,0,0.61,0.85,0.52,1,1,0.07
Impedance_of_arm_left.all_ethnicities.both.original.with_med_correction.RAW,0.37,0.07,0,0.61,0.88,0.53,1,1,0.08
Impedance_of_arm_left.all_ethnicities.both.static_med_corrected.IRNT,0.9700000000000002,0.71,0,0.37,0.61,0.36,1,1,0.63
Impedance_of_arm_left.all_ethnicities.both.static_med_corrected.RAW,0.9700000000000002,0.4000000000000001,0,0.37,0.49,0.38,1,1,0.55
Impedance_of_arm_right.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.72,0.55,0.92,0,0.87,0.05
Impedance_of_arm_right.all_ethnicities.both.dynamic_med_corrected.IRNT,0.72,0.76,0,0.23,0.04,0.27,1,1,0.65
Impedance_of_arm_right.all_ethnicities.both.dynamic_med_corrected.RAW,0.74,0.52,0,0.12,0.04,0.11,1,1,0.68
Impedance_of_arm_right.all_ethnicities.both.original.IRNT,0.37,0.009999999999999998,0,0.5599999999999999,0.39,0.73,1,1,0.05
Impedance_of_arm_right.all_ethnicities.both.original.RAW,0.37,0.009999999999999998,0,0.55,0.43999999999999995,0.73,1,1,0.08
Impedance_of_arm_right.all_ethnicities.both.original.with_med_correction.IRNT,0.4200000000000001,0.009999999999999998,0,0.43000000000000005,0.31,0.65,1,1,0.05
Impedance_of_arm_right.all_ethnicities.both.original.with_med_correction.RAW,0.43000000000000005,0.009999999999999998,0,0.4200000000000001,0.31,0.64,1,1,0.06000000000000001
Impedance_of_arm_right.all_ethnicities.both.static_med_corrected.IRNT,0.59,0.49,0,0.43000000000000005,0.64,0.27999999999999997,1,1,0.66
Impedance_of_arm_right.all_ethnicities.both.static_med_corrected.RAW,0.79,0.66,0,0.27999999999999997,0.19,0.12,1,1,0.68
Impedance_of_leg_left.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.65,0.07,0.55,0.12,0.82,0.07
Impedance_of_leg_left.all_ethnicities.both.dynamic_med_corrected.IRNT,0.08999999999999998,0.98,0,0.15,0.029999999999999995,0.17,1,1,0.54
Impedance_of_leg_left.all_ethnicities.both.dynamic_med_corrected.RAW,0.08,0.98,0,0.12,0.15,0.25,1,1,0.53
Impedance_of_leg_left.all_ethnicities.both.original.IRNT,0.54,0.74,0,0.38,0.49,0.52,1,1,0.08
Impedance_of_leg_left.all_ethnicities.both.original.RAW,0.48,0.67,0,0.43000000000000005,0.59,0.62,1,1,0.029999999999999995
Impedance_of_leg_left.all_ethnicities.both.original.with_med_correction.IRNT,0.48,0.83,0,0.33,0.58,0.43000000000000005,1,1,0.06000000000000001
Impedance_of_leg_left.all_ethnicities.both.original.with_med_correction.RAW,0.47,0.81,0,0.33,0.51,0.38,1,1,0.02
Impedance_of_leg_left.all_ethnicities.both.static_med_corrected.IRNT,0.29,0.98,0,0.10000000000000002,0.4200000000000001,0.14,1,1,0.029999999999999995
Impedance_of_leg_left.all_ethnicities.both.static_med_corrected.RAW,0.4000000000000001,0.9700000000000002,0,0.15,0.43000000000000005,0.17,1,1,0.029999999999999995
Impedance_of_leg_right.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.12,0.46,0.10000000000000002,0.12,0.84,0.05
Impedance_of_leg_right.all_ethnicities.both.dynamic_med_corrected.IRNT,0.04,0.98,0,0.33,0.31,0.6,1,1,0.5599999999999999
Impedance_of_leg_right.all_ethnicities.both.dynamic_med_corrected.RAW,0.07,0.98,0,0.38,0.5,0.57,1,1,0.05
Impedance_of_leg_right.all_ethnicities.both.original.IRNT,0.29,0.37,0,0.62,0.37,0.79,1,1,0.05
Impedance_of_leg_right.all_ethnicities.both.original.RAW,0.34,0.25,0,0.52,0.41,0.82,1,1,0.029999999999999995
Impedance_of_leg_right.all_ethnicities.both.original.with_med_correction.IRNT,0.25,0.19,0,0.43000000000000005,0.51,0.73,1,1,0.04
Impedance_of_leg_right.all_ethnicities.both.original.with_med_correction.RAW,0.25,0.21000000000000005,0,0.49,0.51,0.8,1,1,0.06000000000000001
Impedance_of_leg_right.all_ethnicities.both.static_med_corrected.IRNT,0.05,0.95,0,0.82,0.3,0.9300000000000002,1,1,0.05
Impedance_of_leg_right.all_ethnicities.both.static_med_corrected.RAW,0.08999999999999998,0.9700000000000002,0,0.79,0.06000000000000001,0.89,1,1,0.04
Impedance_of_whole_body.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.96,0.96,0.95,0,0.86,0.07
Impedance_of_whole_body.all_ethnicities.both.dynamic_med_corrected.IRNT,0.69,0.89,0,0.25,0.009999999999999998,0.35,1,1,0.7
Impedance_of_whole_body.all_ethnicities.both.dynamic_med_corrected.RAW,0.71,0.85,0,0.35,0.02,0.43999999999999995,1,1,0.76
Impedance_of_whole_body.all_ethnicities.both.original.IRNT,0.24,0.08,0,0.9300000000000002,0.65,0.9399999999999998,1,1,0.04
Impedance_of_whole_body.all_ethnicities.both.original.RAW,0.23,0.08999999999999998,0,0.9300000000000002,0.64,0.96,1,1,0.04
Impedance_of_whole_body.all_ethnicities.both.original.with_med_correction.IRNT,0.15,0.13000000000000003,0,0.96,0.5,0.9700000000000002,1,1,0.04
Impedance_of_whole_body.all_ethnicities.both.original.with_med_correction.RAW,0.16,0.12,0,0.95,0.62,0.96,1,1,0.05
Impedance_of_whole_body.all_ethnicities.both.static_med_corrected.IRNT,0.9300000000000002,0.8,0,0.43999999999999995,0.27999999999999997,0.5,1,1,0.65
Impedance_of_whole_body.all_ethnicities.both.static_med_corrected.RAW,0.79,0.65,0,0.17,0.07,0.25,1,1,0.68
LDL_direct.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.51,0.22,0.59,0.34,0.5599999999999999,0.06000000000000001
LDL_direct.all_ethnicities.both.dynamic_med_corrected.IRNT,0.46,0.68,0,1,0.5,1,1,1,0.62
LDL_direct.all_ethnicities.both.dynamic_med_corrected.RAW,0.53,0.65,0,1,0.53,1,1,1,0.58
LDL_direct.all_ethnicities.both.original.IRNT,0.96,0.9899999999999999,0,0.83,0.59,0.96,1,1,0.029999999999999995
LDL_direct.all_ethnicities.both.original.RAW,0.9399999999999998,0.9899999999999999,0,0.83,0.55,0.95,1,1,0.04
LDL_direct.all_ethnicities.both.original.with_med_correction.IRNT,0.57,0.67,0,0.96,0.66,0.9700000000000002,1,1,0.029999999999999995
LDL_direct.all_ethnicities.both.original.with_med_correction.RAW,0.5599999999999999,0.66,0,0.98,0.68,0.98,1,1,0.04
LDL_direct.all_ethnicities.both.static_med_corrected.IRNT,0.52,0.7,0,1,0.75,1,1,1,0.58
LDL_direct.all_ethnicities.both.static_med_corrected.RAW,0.53,0.66,0,1,0.75,1,1,1,0.6
Leg_fat_free_mass_left.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.45,0.54,0.39,0,0.71,0.029999999999999995
Leg_fat_free_mass_left.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.23,0,0.12,0.7,0.14,1,1,0.7
Leg_fat_free_mass_left.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.22,0,0.18,0.86,0.16,1,1,0.69
Leg_fat_free_mass_left.all_ethnicities.both.original.IRNT,1,0.59,0,0.95,0.34,1,1,1,0.04
Leg_fat_free_mass_left.all_ethnicities.both.original.RAW,1,0.73,0,0.96,0.45,1,1,1,0.06000000000000001
Leg_fat_free_mass_left.all_ethnicities.both.original.with_med_correction.IRNT,1,0.5,0,0.95,0.41,1,1,1,0.029999999999999995
Leg_fat_free_mass_left.all_ethnicities.both.original.with_med_correction.RAW,1,0.69,0,0.95,0.4200000000000001,1,1,1,0.08
Leg_fat_free_mass_left.all_ethnicities.both.static_med_corrected.IRNT,1,0.27999999999999997,0,0.07,0.54,0.32,1,1,0.68
Leg_fat_free_mass_left.all_ethnicities.both.static_med_corrected.RAW,1,0.11,0,0.16,0.55,0.38,1,1,0.65
Leg_fat_free_mass_right.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.5599999999999999,0.66,0.59,0,0.72,0.05
Leg_fat_free_mass_right.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.08999999999999998,0,0.05,0.74,0.16,1,1,0.67
Leg_fat_free_mass_right.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.08999999999999998,0,0.27999999999999997,0.9399999999999998,0.29,1,1,0.72
Leg_fat_free_mass_right.all_ethnicities.both.original.IRNT,1,0.64,0,0.84,0.10000000000000002,0.9700000000000002,1,1,0.05
Leg_fat_free_mass_right.all_ethnicities.both.original.RAW,1,0.89,0,0.9,0.08999999999999998,0.9899999999999999,1,1,0.04
Leg_fat_free_mass_right.all_ethnicities.both.original.with_med_correction.IRNT,0.9899999999999999,0.63,0,0.87,0.06000000000000001,0.9899999999999999,1,1,0.05
Leg_fat_free_mass_right.all_ethnicities.both.original.with_med_correction.RAW,1,0.86,0,0.88,0.16,0.9899999999999999,1,1,0.04
Leg_fat_free_mass_right.all_ethnicities.both.static_med_corrected.IRNT,1,0.04,0,0.34,0.72,0.48,1,1,0.64
Leg_fat_free_mass_right.all_ethnicities.both.static_med_corrected.RAW,1,0.18,0,0.21000000000000005,0.68,0.21000000000000005,1,1,0.69
Leg_fat_mass_left.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.47,0.029999999999999995,0.65,0,0.77,0.029999999999999995
Leg_fat_mass_left.all_ethnicities.both.dynamic_med_corrected.IRNT,0.9899999999999999,0.26,0,0.41,0.27,0.67,1,1,0.57
Leg_fat_mass_left.all_ethnicities.both.dynamic_med_corrected.RAW,0.9899999999999999,0.27,0,0.67,0.34,0.83,1,1,0.06000000000000001
Leg_fat_mass_left.all_ethnicities.both.original.IRNT,0.92,0.08999999999999998,0,0.96,0.92,0.87,1,1,0.06000000000000001
Leg_fat_mass_left.all_ethnicities.both.original.RAW,0.92,0.05,0,0.9899999999999999,0.96,0.9700000000000002,1,1,0.05
Leg_fat_mass_left.all_ethnicities.both.original.with_med_correction.IRNT,0.85,0.05,0,0.9300000000000002,0.89,0.9,1,1,0.029999999999999995
Leg_fat_mass_left.all_ethnicities.both.original.with_med_correction.RAW,0.88,0.08,0,0.9399999999999998,0.9099999999999998,0.89,1,1,0.029999999999999995
Leg_fat_mass_left.all_ethnicities.both.static_med_corrected.IRNT,0.9899999999999999,0.54,0,0.6,0.62,0.73,1,1,0.57
Leg_fat_mass_left.all_ethnicities.both.static_med_corrected.RAW,1,0.43999999999999995,0,0.71,0.74,0.8,1,1,0.59
Leg_fat_mass_right.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.54,0.009999999999999998,0.76,0,0.76,0.06000000000000001
Leg_fat_mass_right.all_ethnicities.both.dynamic_med_corrected.IRNT,0.9899999999999999,0.31,0,0.57,0.46,0.63,1,1,0.59
Leg_fat_mass_right.all_ethnicities.both.dynamic_med_corrected.RAW,0.9899999999999999,0.37,0,0.5,0.10000000000000002,0.7,1,1,0.5
Leg_fat_mass_right.all_ethnicities.both.original.IRNT,0.71,0.06000000000000001,0,0.9899999999999999,0.9700000000000002,0.98,1,1,0.04
Leg_fat_mass_right.all_ethnicities.both.original.RAW,0.76,0.07,0,0.9899999999999999,0.9099999999999998,0.98,1,1,0.07
Leg_fat_mass_right.all_ethnicities.both.original.with_med_correction.IRNT,0.73,0.12,0,0.9899999999999999,0.98,1,1,1,0.07
Leg_fat_mass_right.all_ethnicities.both.original.with_med_correction.RAW,0.76,0.08999999999999998,0,0.98,0.9300000000000002,0.9399999999999998,1,1,0.08999999999999998
Leg_fat_mass_right.all_ethnicities.both.static_med_corrected.IRNT,0.9700000000000002,0.5599999999999999,0,0.48,0.38,0.82,1,1,0.57
Leg_fat_mass_right.all_ethnicities.both.static_med_corrected.RAW,0.98,0.55,0,0.51,0.45,0.64,1,1,0.58
Leg_fat_percentage_left.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.25,0.06000000000000001,0.52,0,0.6,0.06000000000000001
Leg_fat_percentage_left.all_ethnicities.both.dynamic_med_corrected.IRNT,0.98,0.4200000000000001,0,0.92,0.8,0.95,1,1,0.62
Leg_fat_percentage_left.all_ethnicities.both.dynamic_med_corrected.RAW,0.98,0.16,0,0.95,0.15,0.98,1,1,0.69
Leg_fat_percentage_left.all_ethnicities.both.original.IRNT,0.8,0.04,0,0.36,0.58,0.34,0.9899999999999999,1,0.009999999999999998
Leg_fat_percentage_left.all_ethnicities.both.original.RAW,0.8,0.05,0,0.35,0.53,0.29,0.04,1,0.04
Leg_fat_percentage_left.all_ethnicities.both.original.with_med_correction.IRNT,0.81,0.04,0,0.36,0.58,0.34,0.98,1,0.009999999999999998
Leg_fat_percentage_left.all_ethnicities.both.original.with_med_correction.RAW,0.83,0.04,0,0.36,0.57,0.31,0.04,1,0.05
Leg_fat_percentage_left.all_ethnicities.both.static_med_corrected.IRNT,0.9899999999999999,0.55,0,0.86,0.41,0.88,1,1,0.65
Leg_fat_percentage_left.all_ethnicities.both.static_med_corrected.RAW,0.9899999999999999,0.25,0,0.89,0.8,0.98,1,1,0.66
Leg_fat_percentage_right.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.33,0.22,0.51,0,0.64,0.07
Leg_fat_percentage_right.all_ethnicities.both.dynamic_med_corrected.IRNT,0.9700000000000002,0.31,0,0.88,0.29,0.89,1,1,0.54
Leg_fat_percentage_right.all_ethnicities.both.dynamic_med_corrected.RAW,0.96,0.4200000000000001,0,1,0.19,1,1,1,0.55
Leg_fat_percentage_right.all_ethnicities.both.original.IRNT,0.8,0.06000000000000001,0,0.73,0.65,0.69,0.98,1,0.029999999999999995
Leg_fat_percentage_right.all_ethnicities.both.original.RAW,0.74,0.05,0,0.71,0.58,0.61,0.10000000000000002,1,0.029999999999999995
Leg_fat_percentage_right.all_ethnicities.both.original.with_med_correction.IRNT,0.73,0.029999999999999995,0,0.57,0.53,0.49,0.96,1,0.04
Leg_fat_percentage_right.all_ethnicities.both.original.with_med_correction.RAW,0.77,0.029999999999999995,0,0.6,0.5599999999999999,0.54,0.05,1,0.009999999999999998
Leg_fat_percentage_right.all_ethnicities.both.static_med_corrected.IRNT,0.9899999999999999,0.3,0,0.81,0.07,0.9399999999999998,1,1,0.59
Leg_fat_percentage_right.all_ethnicities.both.static_med_corrected.RAW,0.9899999999999999,0.32,0,0.9899999999999999,0.84,0.9899999999999999,1,1,0.64
Leg_predicted_mass_left.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.5,0.57,0.48,0,0.71,0.029999999999999995
Leg_predicted_mass_left.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.26,0,0.08999999999999998,0.5599999999999999,0.15,1,1,0.7
Leg_predicted_mass_left.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.18,0,0.3,0.9,0.33,1,1,0.65
Leg_predicted_mass_left.all_ethnicities.both.original.IRNT,1,0.7,0,0.9099999999999998,0.45,1,1,1,0.04
Leg_predicted_mass_left.all_ethnicities.both.original.RAW,1,0.68,0,0.9300000000000002,0.41,1,1,1,0.04
Leg_predicted_mass_left.all_ethnicities.both.original.with_med_correction.IRNT,1,0.57,0,0.9300000000000002,0.88,1,1,1,0.02
Leg_predicted_mass_left.all_ethnicities.both.original.with_med_correction.RAW,1,0.64,0,0.9399999999999998,0.61,1,1,1,0.06000000000000001
Leg_predicted_mass_left.all_ethnicities.both.static_med_corrected.IRNT,1,0.29,0,0.29,0.55,0.61,1,1,0.69
Leg_predicted_mass_left.all_ethnicities.both.static_med_corrected.RAW,1,0.19,0,0.27999999999999997,0.68,0.45,1,1,0.67
Leg_predicted_mass_right.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.57,0.75,0.63,0,0.7,0.05
Leg_predicted_mass_right.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.08999999999999998,0,0.18,0.89,0.37,1,1,0.68
Leg_predicted_mass_right.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.18,0,0.26,0.55,0.27999999999999997,1,1,0.72
Leg_predicted_mass_right.all_ethnicities.both.original.IRNT,1,0.75,0,0.87,0.07,0.9700000000000002,1,1,0.04
Leg_predicted_mass_right.all_ethnicities.both.original.RAW,1,0.9,0,0.9099999999999998,0.05,0.9899999999999999,0.9899999999999999,1,0.04
Leg_predicted_mass_right.all_ethnicities.both.original.with_med_correction.IRNT,1,0.63,0,0.81,0.04,0.96,1,1,0.02
Leg_predicted_mass_right.all_ethnicities.both.original.with_med_correction.RAW,1,0.81,0,0.9,0.08,0.9899999999999999,0.9899999999999999,1,0.029999999999999995
Leg_predicted_mass_right.all_ethnicities.both.static_med_corrected.IRNT,1,0.05,0,0.5599999999999999,0.34,0.7,1,1,0.71
Leg_predicted_mass_right.all_ethnicities.both.static_med_corrected.RAW,1,0.2,0,0.27999999999999997,0.43999999999999995,0.19,1,1,0.7
Lifetime_number_of_sexual_partners.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.92,0.7,0.95,0.27999999999999997,0.27999999999999997,0.009999999999999998
Lifetime_number_of_sexual_partners.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.9099999999999998,0,0.95,0.83,0.87,1,1,0.04
Lifetime_number_of_sexual_partners.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.9300000000000002,0,0.12,0.41,0.07,0.83,0.83,0.02
Lifetime_number_of_sexual_partners.all_ethnicities.both.original.IRNT,1,0.84,0,0.7,0.55,0.84,1,1,0.07
Lifetime_number_of_sexual_partners.all_ethnicities.both.original.RAW,1,0.68,0,0.8,0.35,0.71,0.9,0.9099999999999998,0.02
Lifetime_number_of_sexual_partners.all_ethnicities.both.original.with_med_correction.IRNT,1,0.81,0,0.81,0.77,0.81,1,1,0.05
Lifetime_number_of_sexual_partners.all_ethnicities.both.original.with_med_correction.RAW,1,0.8,0,0.82,0.74,0.79,0.88,0.89,0.02
Lifetime_number_of_sexual_partners.all_ethnicities.both.static_med_corrected.IRNT,1,0.9099999999999998,0,0.59,0.31,0.48,1,1,0.08999999999999998
Lifetime_number_of_sexual_partners.all_ethnicities.both.static_med_corrected.RAW,1,0.95,0,0.04,0.15,0.08,0.86,0.86,0.009999999999999998
Lipoprotein_A.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.07,0.85,0.02,0.66,0.66,0.07
Lipoprotein_A.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.74,0,0.53,0.13000000000000003,0.5,1,1,0.06000000000000001
Lipoprotein_A.all_ethnicities.both.dynamic_med_corrected.RAW,1,0.66,0,0.22,0.36,0.36,1,1,0.59
Lipoprotein_A.all_ethnicities.both.original.IRNT,1,0.61,0,0.43000000000000005,0.53,0.48,1,1,0.05
Lipoprotein_A.all_ethnicities.both.original.RAW,1,0.61,0,0.41,0.52,0.47,1,1,0.07
Lipoprotein_A.all_ethnicities.both.original.with_med_correction.IRNT,1,0.61,0,0.43000000000000005,0.53,0.48,1,1,0.05
Lipoprotein_A.all_ethnicities.both.original.with_med_correction.RAW,1,0.61,0,0.41,0.52,0.47,1,1,0.07
Lipoprotein_A.all_ethnicities.both.static_med_corrected.IRNT,1,0.69,0,0.43000000000000005,0.35,0.35,1,1,0.06000000000000001
Lipoprotein_A.all_ethnicities.both.static_med_corrected.RAW,1,0.7,0,0.34,0.35,0.43999999999999995,1,1,0.52
Lymphocyte_count.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.07,0.49,0.08999999999999998,0.32,0.32,0.029999999999999995
Lymphocyte_count.all_ethnicities.both.dynamic_med_corrected.IRNT,0.9899999999999999,0.13000000000000003,0,0.36,0.87,0.53,1,1,0.7
Lymphocyte_count.all_ethnicities.both.dynamic_med_corrected.RAW,0.9899999999999999,0.25,0,0.07,0.71,0.12,1,1,0.02
Lymphocyte_count.all_ethnicities.both.original.IRNT,0.9700000000000002,0.07,0,0.9,0.65,0.9099999999999998,1,1,0.009999999999999998
Lymphocyte_count.all_ethnicities.both.original.RAW,0.9700000000000002,0.06000000000000001,0,0.89,0.53,0.92,1,1,0.029999999999999995
Lymphocyte_count.all_ethnicities.both.original.with_med_correction.IRNT,0.9700000000000002,0.07,0,0.9,0.65,0.9099999999999998,1,1,0.009999999999999998
Lymphocyte_count.all_ethnicities.both.original.with_med_correction.RAW,0.9700000000000002,0.06000000000000001,0,0.89,0.53,0.92,1,1,0.029999999999999995
Lymphocyte_count.all_ethnicities.both.static_med_corrected.IRNT,0.98,0.16,0,0.16,0.75,0.27999999999999997,1,1,0.7
Lymphocyte_count.all_ethnicities.both.static_med_corrected.RAW,0.98,0.33,0,0.13000000000000003,0.61,0.14,1,1,0.029999999999999995
Lymphocyte_percentage.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.22,0.36,0.49,0.58,0.66,0.06000000000000001
Lymphocyte_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT,1,0.55,0,0.78,0.77,0.89,1,1,0.58
Lymphocyte_percentage.all_ethnicities.both.dynamic_med_corrected.RAW,0.9899999999999999,0.6,0,0.71,0.48,0.83,1,1,0.58
Lymphocyte_percentage.all_ethnicities.both.original.IRNT,0.96,0.43999999999999995,0,0.9399999999999998,0.53,0.9099999999999998,1,1,0.05
Lymphocyte_percentage.all_ethnicities.both.original.RAW,0.96,0.43999999999999995,0,0.9399999999999998,0.53,0.9099999999999998,1,1,0.04
Lymphocyte_percentage.all_ethnicities.both.original.with_med_correction.IRNT,0.9700000000000002,0.52,0,0.85,0.41,0.8,1,1,0.05
Lymphocyte_percentage.all_ethnicities.both.original.with_med_correction.RAW,0.9700000000000002,0.52,0,0.85,0.41,0.8,1,1,0.04
Lymphocyte_percentage.all_ethnicities.both.static_med_corrected.IRNT,0.98,0.3,0,0.59,0.47,0.77,1,1,0.55
Lymphocyte_percentage.all_ethnicities.both.static_med_corrected.RAW,0.9700000000000002,0.31,0,0.63,0.58,0.8,1,1,0.58
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.59,0.38,0.32,0.6,0.65,0.07
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.dynamic_med_corrected.IRNT,0.9399999999999998,0.43999999999999995,0,0.9300000000000002,0.35,0.9399999999999998,1,1,0.06000000000000001
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.dynamic_med_corrected.RAW,0.9099999999999998,0.33,0,0.71,0.02,0.81,1,1,0.04
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.original.IRNT,0.88,0.26,0,0.85,0.85,0.96,1,1,0.04
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.original.RAW,0.88,0.26,0,0.85,0.86,0.96,0.9899999999999999,1,0.08999999999999998
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.original.with_med_correction.IRNT,0.85,0.36,0,0.83,0.52,0.96,1,1,0.009999999999999998
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.original.with_med_correction.RAW,0.86,0.37,0,0.83,0.53,0.95,0.9899999999999999,1,0.05
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.static_med_corrected.IRNT,0.78,0.37,0,0.75,0.18,0.73,1,1,0.06000000000000001
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.static_med_corrected.RAW,0.8,0.29,0,0.81,0.04,0.9099999999999998,1,1,0.04
Mean_corpuscular_haemoglobin.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.69,0.95,0.5599999999999999,0.15,0.19,0.08
Mean_corpuscular_haemoglobin.all_ethnicities.both.dynamic_med_corrected.IRNT,0.9300000000000002,0.86,0,0.55,0.5599999999999999,0.75,1,1,0.73
Mean_corpuscular_haemoglobin.all_ethnicities.both.dynamic_med_corrected.RAW,0.98,0.9,0,0.52,0.65,0.6,1,1,0.57
Mean_corpuscular_haemoglobin.all_ethnicities.both.original.IRNT,0.79,0.55,0,0.87,0.78,0.76,1,1,0.06000000000000001
Mean_corpuscular_haemoglobin.all_ethnicities.both.original.RAW,0.76,0.54,0,0.9099999999999998,0.82,0.9,1,1,0.05
Mean_corpuscular_haemoglobin.all_ethnicities.both.original.with_med_correction.IRNT,0.87,0.49,0,0.8,0.73,0.73,1,1,0.08
Mean_corpuscular_haemoglobin.all_ethnicities.both.original.with_med_correction.RAW,0.83,0.48,0,0.85,0.82,0.8,1,1,0.029999999999999995
Mean_corpuscular_haemoglobin.all_ethnicities.both.static_med_corrected.IRNT,0.9899999999999999,0.85,0,0.5599999999999999,0.7,0.77,1,1,0.73
Mean_corpuscular_haemoglobin.all_ethnicities.both.static_med_corrected.RAW,0.9700000000000002,0.84,0,0.4000000000000001,0.78,0.47,1,1,0.64
Mean_corpuscular_volume.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.64,0.83,0.69,0.12,0.23,0.029999999999999995
Mean_corpuscular_volume.all_ethnicities.both.dynamic_med_corrected.IRNT,0.86,0.57,0,0.10000000000000002,0.51,0.12,1,1,0.86
Mean_corpuscular_volume.all_ethnicities.both.dynamic_med_corrected.RAW,0.87,0.55,0,0.2,0.85,0.29,1,1,0.68
Mean_corpuscular_volume.all_ethnicities.both.original.IRNT,0.29,0.5,0,0.19,0.11,0.32,1,1,0.06000000000000001
Mean_corpuscular_volume.all_ethnicities.both.original.RAW,0.27,0.51,0,0.19,0.06000000000000001,0.33,1,1,0.10000000000000002
Mean_corpuscular_volume.all_ethnicities.both.original.with_med_correction.IRNT,0.4000000000000001,0.52,0,0.08999999999999998,0.22,0.13000000000000003,1,1,0.11
Mean_corpuscular_volume.all_ethnicities.both.original.with_med_correction.RAW,0.39,0.52,0,0.12,0.33,0.13000000000000003,1,1,0.07
Mean_corpuscular_volume.all_ethnicities.both.static_med_corrected.IRNT,0.88,0.6,0,0.06000000000000001,0.67,0.14,1,1,0.85
Mean_corpuscular_volume.all_ethnicities.both.static_med_corrected.RAW,0.92,0.87,0,0.24,0.81,0.4000000000000001,1,1,0.65
Mean_platelet_thrombocyte_volume.all_ethnicities.both.2nd_visit.original.RAW,1,1,1,0.92,0.69,0.92,0.9,0.9,0.009999999999999998
Mean_platelet_thrombocyte_volume.all_ethnicities.both.dynamic_med_corrected.IRNT,0.07,0.06000000000000001,0,0.41,0.84,0.38,1,1,0.68
Mean_platelet_thrombocyte_volume.all_ethnicities.both.dynamic_med_corrected.RAW,0.12,0.07,0,0.39,0.71,0.59,1,1,0.69
Mean_platelet_thrombocyte_volume.all_ethnicities.both.original.IRNT,0.2,0.009999999999999998,0,0.62,0.27999999999999997,0.79,1,1,0.08999999999999998
Mean_platelet_thrombocyte_volume.all_ethnicities.both.original.RAW,0.16,0.009999999999999998,0,0.67,0.27999999999999997,0.8,1,1,0.07
Mean_platelet_thrombocyte_volume.all_ethnicities.both.original.with_med_correction.IRNT,0.19,0.009999999999999998,0,0.39,0.66,0.58,1,1,0.07
