"PHENOTYPE","SAMPLE_SIZE","COMPLETE_CASES"
"Neutrophill_percentage.all_ethnicities.both.static_med_corrected.IRNT",487309,471553
"Neutrophill_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,471553
"Neutrophill_percentage.all_ethnicities.both.static_med_corrected.RAW",487309,471553
"Neutrophill_percentage.all_ethnicities.both.dynamic_med_corrected.RAW",487309,471553
"Neutrophill_percentage.all_ethnicities.both.original.RAW",487309,471553
"Neutrophill_percentage.all_ethnicities.both.2nd_visit.original.RAW",487309,18261
"Neutrophill_percentage.all_ethnicities.both.original.with_med_correction.RAW",487309,471553
"Neutrophill_percentage.all_ethnicities.both.original.with_med_correction.IRNT",487309,471553
"Neutrophill_percentage.all_ethnicities.both.original.IRNT",487309,471553
"Heel_bone_mineral_density_BMD.all_ethnicities.both.static_med_corrected.IRNT",487309,274321
"Heel_bone_mineral_density_BMD.all_ethnicities.both.static_med_corrected.RAW",487309,274321
"Heel_bone_mineral_density_BMD.all_ethnicities.both.original.RAW",487309,274321
"Heel_bone_mineral_density_BMD.all_ethnicities.both.2nd_visit.original.RAW",487309,11327
"Heel_bone_mineral_density_BMD.all_ethnicities.both.original.with_med_correction.RAW",487309,274321
"Heel_bone_mineral_density_BMD.all_ethnicities.both.original.with_med_correction.IRNT",487309,274321
"Heel_bone_mineral_density_BMD.all_ethnicities.both.original.IRNT",487309,274321
"Heel_bone_mineral_density_BMD.all_ethnicities.both.dynamic_med_corrected.RAW",487309,274321
"Heel_bone_mineral_density_BMD.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,274321
"Waist_circumference.all_ethnicities.both.static_med_corrected.IRNT",487309,486225
"Waist_circumference.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,486225
"Waist_circumference.all_ethnicities.both.static_med_corrected.RAW",487309,486225
"Waist_circumference.all_ethnicities.both.dynamic_med_corrected.RAW",487309,486225
"Waist_circumference.all_ethnicities.both.original.RAW",487309,486225
"Waist_circumference.all_ethnicities.both.2nd_visit.original.RAW",487309,20150
"Waist_circumference.all_ethnicities.both.original.with_med_correction.RAW",487309,486225
"Waist_circumference.all_ethnicities.both.original.with_med_correction.IRNT",487309,486225
"Waist_circumference.all_ethnicities.both.original.IRNT",487309,486225
"Systolic_blood_pressure_automated_reading.all_ethnicities.both.static_med_corrected.IRNT",487309,445634
"Systolic_blood_pressure_automated_reading.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,445634
"Systolic_blood_pressure_automated_reading.all_ethnicities.both.static_med_corrected.RAW",487309,445634
"Systolic_blood_pressure_automated_reading.all_ethnicities.both.dynamic_med_corrected.RAW",487309,445634
"Systolic_blood_pressure_automated_reading.all_ethnicities.both.original.RAW",487309,445634
"Systolic_blood_pressure_automated_reading.all_ethnicities.both.2nd_visit.original.RAW",487309,18494
"Systolic_blood_pressure_automated_reading.all_ethnicities.both.original.with_med_correction.RAW",487309,445634
"Systolic_blood_pressure_automated_reading.all_ethnicities.both.original.with_med_correction.IRNT",487309,445634
"Systolic_blood_pressure_automated_reading.all_ethnicities.both.original.IRNT",487309,445634
"High_light_scatter_reticulocyte_percentage.all_ethnicities.both.static_med_corrected.IRNT",487309,464459
"High_light_scatter_reticulocyte_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,464459
"High_light_scatter_reticulocyte_percentage.all_ethnicities.both.static_med_corrected.RAW",487309,464459
"High_light_scatter_reticulocyte_percentage.all_ethnicities.both.dynamic_med_corrected.RAW",487309,464459
"High_light_scatter_reticulocyte_percentage.all_ethnicities.both.original.RAW",487309,464459
"High_light_scatter_reticulocyte_percentage.all_ethnicities.both.2nd_visit.original.RAW",487309,12752
"High_light_scatter_reticulocyte_percentage.all_ethnicities.both.original.with_med_correction.RAW",487309,464459
"High_light_scatter_reticulocyte_percentage.all_ethnicities.both.original.with_med_correction.IRNT",487309,464459
"High_light_scatter_reticulocyte_percentage.all_ethnicities.both.original.IRNT",487309,464459
"Spherical_equivalent.all_ethnicities.both.static_med_corrected.IRNT",487309,109166
"Spherical_equivalent.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,109166
"Spherical_equivalent.all_ethnicities.both.static_med_corrected.RAW",487309,109166
"Spherical_equivalent.all_ethnicities.both.dynamic_med_corrected.RAW",487309,109166
"Spherical_equivalent.all_ethnicities.both.original.RAW",487309,109166
"Spherical_equivalent.all_ethnicities.both.2nd_visit.original.RAW",487309,3886
"Spherical_equivalent.all_ethnicities.both.original.with_med_correction.RAW",487309,109166
"Spherical_equivalent.all_ethnicities.both.original.with_med_correction.IRNT",487309,109166
"Spherical_equivalent.all_ethnicities.both.original.IRNT",487309,109166
"Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.static_med_corrected.IRNT",487309,274458
"Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.static_med_corrected.RAW",487309,274458
"Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.original.RAW",487309,274458
"Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.2nd_visit.original.RAW",487309,11333
"Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.original.with_med_correction.RAW",487309,274458
"Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.original.with_med_correction.IRNT",487309,274458
"Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.original.IRNT",487309,274458
"Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.dynamic_med_corrected.RAW",487309,274458
"Heel_bone_mineral_density_BMD_T_score_automated.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,274458
"Sleep_duration.all_ethnicities.both.static_med_corrected.IRNT",487309,486781
"Sleep_duration.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,486781
"Sleep_duration.all_ethnicities.both.static_med_corrected.RAW",487309,486781
"Sleep_duration.all_ethnicities.both.dynamic_med_corrected.RAW",487309,486781
"Sleep_duration.all_ethnicities.both.original.RAW",487309,486781
"Sleep_duration.all_ethnicities.both.2nd_visit.original.RAW",487309,20186
"Sleep_duration.all_ethnicities.both.original.with_med_correction.RAW",487309,486781
"Sleep_duration.all_ethnicities.both.original.with_med_correction.IRNT",487309,486781
"Sleep_duration.all_ethnicities.both.original.IRNT",487309,486781
"Mean_reticulocyte_volume.all_ethnicities.both.static_med_corrected.IRNT",487309,464457
"Mean_reticulocyte_volume.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,464457
"Mean_reticulocyte_volume.all_ethnicities.both.static_med_corrected.RAW",487309,464457
"Mean_reticulocyte_volume.all_ethnicities.both.dynamic_med_corrected.RAW",487309,464457
"Mean_reticulocyte_volume.all_ethnicities.both.original.RAW",487309,464457
"Mean_reticulocyte_volume.all_ethnicities.both.2nd_visit.original.RAW",487309,18007
"Mean_reticulocyte_volume.all_ethnicities.both.original.with_med_correction.RAW",487309,464457
"Mean_reticulocyte_volume.all_ethnicities.both.original.with_med_correction.IRNT",487309,464457
"Mean_reticulocyte_volume.all_ethnicities.both.original.IRNT",487309,464457
"Neutrophill_count.all_ethnicities.both.static_med_corrected.IRNT",487309,471547
"Neutrophill_count.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,471547
"Neutrophill_count.all_ethnicities.both.static_med_corrected.RAW",487309,471547
"Neutrophill_count.all_ethnicities.both.dynamic_med_corrected.RAW",487309,471547
"Neutrophill_count.all_ethnicities.both.original.RAW",487309,471547
"Neutrophill_count.all_ethnicities.both.2nd_visit.original.RAW",487309,18259
"Neutrophill_count.all_ethnicities.both.original.with_med_correction.RAW",487309,471547
"Neutrophill_count.all_ethnicities.both.original.with_med_correction.IRNT",487309,471547
"Neutrophill_count.all_ethnicities.both.original.IRNT",487309,471547
"Alkaline_phosphatase.all_ethnicities.both.static_med_corrected.IRNT",487309,464418
"Alkaline_phosphatase.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,464418
"Alkaline_phosphatase.all_ethnicities.both.static_med_corrected.RAW",487309,464418
"Alkaline_phosphatase.all_ethnicities.both.dynamic_med_corrected.RAW",487309,464418
"Alkaline_phosphatase.all_ethnicities.both.original.RAW",487309,464418
"Alkaline_phosphatase.all_ethnicities.both.2nd_visit.original.RAW",487309,16534
"Alkaline_phosphatase.all_ethnicities.both.original.with_med_correction.RAW",487309,464418
"Alkaline_phosphatase.all_ethnicities.both.original.with_med_correction.IRNT",487309,464418
"Alkaline_phosphatase.all_ethnicities.both.original.IRNT",487309,464418
"Phosphate.all_ethnicities.both.static_med_corrected.IRNT",487309,424456
"Phosphate.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,424456
"Phosphate.all_ethnicities.both.static_med_corrected.RAW",487309,424456
"Phosphate.all_ethnicities.both.dynamic_med_corrected.RAW",487309,424456
"Phosphate.all_ethnicities.both.original.RAW",487309,424456
"Phosphate.all_ethnicities.both.2nd_visit.original.RAW",487309,13308
"Phosphate.all_ethnicities.both.original.with_med_correction.RAW",487309,424456
"Phosphate.all_ethnicities.both.original.with_med_correction.IRNT",487309,424456
"Phosphate.all_ethnicities.both.original.IRNT",487309,424456
"Reticulocyte_count.all_ethnicities.both.static_med_corrected.IRNT",487309,464458
"Reticulocyte_count.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,464458
"Reticulocyte_count.all_ethnicities.both.static_med_corrected.RAW",487309,464458
"Reticulocyte_count.all_ethnicities.both.dynamic_med_corrected.RAW",487309,464458
"Reticulocyte_count.all_ethnicities.both.original.RAW",487309,464458
"Reticulocyte_count.all_ethnicities.both.2nd_visit.original.RAW",487309,18006
"Reticulocyte_count.all_ethnicities.both.original.with_med_correction.RAW",487309,464458
"Reticulocyte_count.all_ethnicities.both.original.with_med_correction.IRNT",487309,464458
"Reticulocyte_count.all_ethnicities.both.original.IRNT",487309,464458
"Triglycerides.all_ethnicities.both.static_med_corrected.IRNT",487309,464033
"Triglycerides.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,464033
"Triglycerides.all_ethnicities.both.static_med_corrected.RAW",487309,464033
"Triglycerides.all_ethnicities.both.dynamic_med_corrected.RAW",487309,464033
"Triglycerides.all_ethnicities.both.original.RAW",487309,464033
"Triglycerides.all_ethnicities.both.2nd_visit.original.RAW",487309,16503
"Triglycerides.all_ethnicities.both.original.with_med_correction.RAW",487309,464033
"Triglycerides.all_ethnicities.both.original.with_med_correction.IRNT",487309,464033
"Triglycerides.all_ethnicities.both.original.IRNT",487309,464033
"Mean_sphered_cell_volume.all_ethnicities.both.static_med_corrected.IRNT",487309,464459
"Mean_sphered_cell_volume.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,464459
"Mean_sphered_cell_volume.all_ethnicities.both.static_med_corrected.RAW",487309,464459
"Mean_sphered_cell_volume.all_ethnicities.both.dynamic_med_corrected.RAW",487309,464459
"Mean_sphered_cell_volume.all_ethnicities.both.original.RAW",487309,464459
"Mean_sphered_cell_volume.all_ethnicities.both.2nd_visit.original.RAW",487309,12752
"Mean_sphered_cell_volume.all_ethnicities.both.original.with_med_correction.RAW",487309,464459
"Mean_sphered_cell_volume.all_ethnicities.both.original.with_med_correction.IRNT",487309,464459
"Mean_sphered_cell_volume.all_ethnicities.both.original.IRNT",487309,464459
"Aspartate_aminotransferase.all_ethnicities.both.static_med_corrected.IRNT",487309,462682
"Aspartate_aminotransferase.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,462682
"Aspartate_aminotransferase.all_ethnicities.both.static_med_corrected.RAW",487309,462682
"Aspartate_aminotransferase.all_ethnicities.both.dynamic_med_corrected.RAW",487309,462682
"Aspartate_aminotransferase.all_ethnicities.both.original.RAW",487309,462682
"Aspartate_aminotransferase.all_ethnicities.both.2nd_visit.original.RAW",487309,16414
"Aspartate_aminotransferase.all_ethnicities.both.original.with_med_correction.RAW",487309,462682
"Aspartate_aminotransferase.all_ethnicities.both.original.with_med_correction.IRNT",487309,462682
"Aspartate_aminotransferase.all_ethnicities.both.original.IRNT",487309,462682
"Creatinine_enzymatic_in_urine.all_ethnicities.both.static_med_corrected.IRNT",487309,472933
"Creatinine_enzymatic_in_urine.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,472933
"Creatinine_enzymatic_in_urine.all_ethnicities.both.static_med_corrected.RAW",487309,472933
"Creatinine_enzymatic_in_urine.all_ethnicities.both.dynamic_med_corrected.RAW",487309,472933
"Creatinine_enzymatic_in_urine.all_ethnicities.both.original.RAW",487309,472933
"Creatinine_enzymatic_in_urine.all_ethnicities.both.2nd_visit.original.RAW",487309,18565
"Creatinine_enzymatic_in_urine.all_ethnicities.both.original.with_med_correction.RAW",487309,472933
"Creatinine_enzymatic_in_urine.all_ethnicities.both.original.with_med_correction.IRNT",487309,472933
"Creatinine_enzymatic_in_urine.all_ethnicities.both.original.IRNT",487309,472933
"Mean_corpuscular_volume.all_ethnicities.both.static_med_corrected.IRNT",487309,472420
"Mean_corpuscular_volume.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,472420
"Mean_corpuscular_volume.all_ethnicities.both.static_med_corrected.RAW",487309,472420
"Mean_corpuscular_volume.all_ethnicities.both.dynamic_med_corrected.RAW",487309,472420
"Mean_corpuscular_volume.all_ethnicities.both.original.RAW",487309,472420
"Mean_corpuscular_volume.all_ethnicities.both.2nd_visit.original.RAW",487309,18289
"Mean_corpuscular_volume.all_ethnicities.both.original.with_med_correction.RAW",487309,472420
"Mean_corpuscular_volume.all_ethnicities.both.original.with_med_correction.IRNT",487309,472420
"Mean_corpuscular_volume.all_ethnicities.both.original.IRNT",487309,472420
"Body_fat_percentage.all_ethnicities.both.static_med_corrected.IRNT",487309,478286
"Body_fat_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,478286
"Body_fat_percentage.all_ethnicities.both.static_med_corrected.RAW",487309,478286
"Body_fat_percentage.all_ethnicities.both.dynamic_med_corrected.RAW",487309,478286
"Body_fat_percentage.all_ethnicities.both.original.RAW",487309,478286
"Body_fat_percentage.all_ethnicities.both.2nd_visit.original.RAW",487309,19611
"Body_fat_percentage.all_ethnicities.both.original.with_med_correction.RAW",487309,478286
"Body_fat_percentage.all_ethnicities.both.original.with_med_correction.IRNT",487309,478286
"Body_fat_percentage.all_ethnicities.both.original.IRNT",487309,478286
"Arm_predicted_mass_right.all_ethnicities.both.static_med_corrected.IRNT",487309,478403
"Arm_predicted_mass_right.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,478403
"Arm_predicted_mass_right.all_ethnicities.both.static_med_corrected.RAW",487309,478403
"Arm_predicted_mass_right.all_ethnicities.both.dynamic_med_corrected.RAW",487309,478403
"Arm_predicted_mass_right.all_ethnicities.both.original.RAW",487309,478403
"Arm_predicted_mass_right.all_ethnicities.both.2nd_visit.original.RAW",487309,19624
"Arm_predicted_mass_right.all_ethnicities.both.original.with_med_correction.RAW",487309,478403
"Arm_predicted_mass_right.all_ethnicities.both.original.with_med_correction.IRNT",487309,478403
"Arm_predicted_mass_right.all_ethnicities.both.original.IRNT",487309,478403
"Platelet_distribution_width.all_ethnicities.both.static_med_corrected.IRNT",487309,472414
"Platelet_distribution_width.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,472414
"Platelet_distribution_width.all_ethnicities.both.static_med_corrected.RAW",487309,472414
"Platelet_distribution_width.all_ethnicities.both.dynamic_med_corrected.RAW",487309,472414
"Platelet_distribution_width.all_ethnicities.both.original.RAW",487309,472414
"Platelet_distribution_width.all_ethnicities.both.2nd_visit.original.RAW",487309,12884
"Platelet_distribution_width.all_ethnicities.both.original.with_med_correction.RAW",487309,472414
"Platelet_distribution_width.all_ethnicities.both.original.with_med_correction.IRNT",487309,472414
"Platelet_distribution_width.all_ethnicities.both.original.IRNT",487309,472414
"Heel_Broadband_ultrasound_attenuation_direct_entry.all_ethnicities.both.static_med_corrected.IRNT",487309,274441
"Heel_Broadband_ultrasound_attenuation_direct_entry.all_ethnicities.both.static_med_corrected.RAW",487309,274441
"Heel_Broadband_ultrasound_attenuation_direct_entry.all_ethnicities.both.original.RAW",487309,274441
"Heel_Broadband_ultrasound_attenuation_direct_entry.all_ethnicities.both.2nd_visit.original.RAW",487309,11332
"Heel_Broadband_ultrasound_attenuation_direct_entry.all_ethnicities.both.original.with_med_correction.RAW",487309,274441
"Heel_Broadband_ultrasound_attenuation_direct_entry.all_ethnicities.both.original.with_med_correction.IRNT",487309,274441
"Heel_Broadband_ultrasound_attenuation_direct_entry.all_ethnicities.both.original.IRNT",487309,274441
"Heel_Broadband_ultrasound_attenuation_direct_entry.all_ethnicities.both.dynamic_med_corrected.RAW",487309,274441
"Heel_Broadband_ultrasound_attenuation_direct_entry.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,274441
"Monocyte_count.all_ethnicities.both.static_med_corrected.IRNT",487309,471547
"Monocyte_count.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,471547
"Monocyte_count.all_ethnicities.both.static_med_corrected.RAW",487309,471547
"Monocyte_count.all_ethnicities.both.dynamic_med_corrected.RAW",487309,471547
"Monocyte_count.all_ethnicities.both.original.RAW",487309,471547
"Monocyte_count.all_ethnicities.both.2nd_visit.original.RAW",487309,18259
"Monocyte_count.all_ethnicities.both.original.with_med_correction.RAW",487309,471547
"Monocyte_count.all_ethnicities.both.original.with_med_correction.IRNT",487309,471547
"Monocyte_count.all_ethnicities.both.original.IRNT",487309,471547
"Mean_time_to_correctly_identify_matches.all_ethnicities.both.static_med_corrected.IRNT",487309,482108
"Mean_time_to_correctly_identify_matches.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,482108
"Mean_time_to_correctly_identify_matches.all_ethnicities.both.static_med_corrected.RAW",487309,482108
"Mean_time_to_correctly_identify_matches.all_ethnicities.both.dynamic_med_corrected.RAW",487309,482108
"Mean_time_to_correctly_identify_matches.all_ethnicities.both.original.RAW",487309,482108
"Mean_time_to_correctly_identify_matches.all_ethnicities.both.2nd_visit.original.RAW",487309,20040
"Mean_time_to_correctly_identify_matches.all_ethnicities.both.original.with_med_correction.RAW",487309,482108
"Mean_time_to_correctly_identify_matches.all_ethnicities.both.original.with_med_correction.IRNT",487309,482108
"Mean_time_to_correctly_identify_matches.all_ethnicities.both.original.IRNT",487309,482108
"Leg_predicted_mass_left.all_ethnicities.both.static_med_corrected.IRNT",487309,478459
"Leg_predicted_mass_left.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,478459
"Leg_predicted_mass_left.all_ethnicities.both.static_med_corrected.RAW",487309,478459
"Leg_predicted_mass_left.all_ethnicities.both.dynamic_med_corrected.RAW",487309,478459
"Leg_predicted_mass_left.all_ethnicities.both.original.RAW",487309,478459
"Leg_predicted_mass_left.all_ethnicities.both.2nd_visit.original.RAW",487309,19625
"Leg_predicted_mass_left.all_ethnicities.both.original.with_med_correction.RAW",487309,478459
"Leg_predicted_mass_left.all_ethnicities.both.original.with_med_correction.IRNT",487309,478459
"Leg_predicted_mass_left.all_ethnicities.both.original.IRNT",487309,478459
"Whole_body_fat_free_mass.all_ethnicities.both.static_med_corrected.IRNT",487309,478512
"Whole_body_fat_free_mass.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,478512
"Whole_body_fat_free_mass.all_ethnicities.both.static_med_corrected.RAW",487309,478512
"Whole_body_fat_free_mass.all_ethnicities.both.dynamic_med_corrected.RAW",487309,478512
"Whole_body_fat_free_mass.all_ethnicities.both.original.RAW",487309,478512
"Whole_body_fat_free_mass.all_ethnicities.both.2nd_visit.original.RAW",487309,19625
"Whole_body_fat_free_mass.all_ethnicities.both.original.with_med_correction.RAW",487309,478512
"Whole_body_fat_free_mass.all_ethnicities.both.original.with_med_correction.IRNT",487309,478512
"Whole_body_fat_free_mass.all_ethnicities.both.original.IRNT",487309,478512
"Rheumatoid_factor.all_ethnicities.both.static_med_corrected.IRNT",487309,467570
"Rheumatoid_factor.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,467570
"Rheumatoid_factor.all_ethnicities.both.static_med_corrected.RAW",487309,467570
"Rheumatoid_factor.all_ethnicities.both.dynamic_med_corrected.RAW",487309,467570
"Rheumatoid_factor.all_ethnicities.both.original.RAW",487309,467570
"Rheumatoid_factor.all_ethnicities.both.2nd_visit.original.RAW",487309,17267
"Rheumatoid_factor.all_ethnicities.both.original.with_med_correction.RAW",487309,467570
"Rheumatoid_factor.all_ethnicities.both.original.with_med_correction.IRNT",487309,467570
"Rheumatoid_factor.all_ethnicities.both.original.IRNT",487309,467570
"Standing_height.all_ethnicities.both.static_med_corrected.IRNT",487309,485858
"Standing_height.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,485858
"Standing_height.all_ethnicities.both.static_med_corrected.RAW",487309,485858
"Standing_height.all_ethnicities.both.dynamic_med_corrected.RAW",487309,485858
"Standing_height.all_ethnicities.both.original.RAW",487309,485858
"Standing_height.all_ethnicities.both.2nd_visit.original.RAW",487309,20135
"Standing_height.all_ethnicities.both.original.with_med_correction.RAW",487309,485858
"Standing_height.all_ethnicities.both.original.with_med_correction.IRNT",487309,485858
"Standing_height.all_ethnicities.both.original.IRNT",487309,485858
"Leg_fat_percentage_left.all_ethnicities.both.static_med_corrected.IRNT",487309,478489
"Leg_fat_percentage_left.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,478489
"Leg_fat_percentage_left.all_ethnicities.both.static_med_corrected.RAW",487309,478489
"Leg_fat_percentage_left.all_ethnicities.both.dynamic_med_corrected.RAW",487309,478489
"Leg_fat_percentage_left.all_ethnicities.both.original.RAW",487309,478489
"Leg_fat_percentage_left.all_ethnicities.both.2nd_visit.original.RAW",487309,19626
"Leg_fat_percentage_left.all_ethnicities.both.original.with_med_correction.RAW",487309,478489
"Leg_fat_percentage_left.all_ethnicities.both.original.with_med_correction.IRNT",487309,478489
"Leg_fat_percentage_left.all_ethnicities.both.original.IRNT",487309,478489
"White_blood_cell_leukocyte_count.all_ethnicities.both.static_med_corrected.IRNT",487309,472417
"White_blood_cell_leukocyte_count.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,472417
"White_blood_cell_leukocyte_count.all_ethnicities.both.static_med_corrected.RAW",487309,472417
"White_blood_cell_leukocyte_count.all_ethnicities.both.dynamic_med_corrected.RAW",487309,472417
"White_blood_cell_leukocyte_count.all_ethnicities.both.original.RAW",487309,472417
"White_blood_cell_leukocyte_count.all_ethnicities.both.2nd_visit.original.RAW",487309,18288
"White_blood_cell_leukocyte_count.all_ethnicities.both.original.with_med_correction.RAW",487309,472417
"White_blood_cell_leukocyte_count.all_ethnicities.both.original.with_med_correction.IRNT",487309,472417
"White_blood_cell_leukocyte_count.all_ethnicities.both.original.IRNT",487309,472417
