PHENOTYPE,PC1_COS_SIM,PC1_ABS_COS_SIM,PC1_PEARSON,PC1_ABS_PEARSON,RANK_PC1_COS_SIM,RANK_PC1_PEARSON,EVEN_COS_SIM,EVEN_PEARSON,VAR_PP_CORS,MAX_ABS_PP_CORS,MEAN_ABS_PP_CORS,VAR_BETAS,MAX_ABS_BETAS,MEAN_ABS_BETAS,MEAN.DELTA.R2,MEAN.DELTA.ADJ.R2,MEAN.DELTA.R2.NO.INTERCEPT,MEAN.DELTA.ADJ.R2.NO.INTERCEPT,MEAN.DELTA.ADJ.R2.POSITIVE,MEAN.DELTA.ADJ.R2.NO.INTERCEPT.POSITIVE
Sodium_in_urine.all_ethnicities.both.dynamic_med_corrected.IRNT,1.18215406005103e-11,1.18215406005103e-11,1.210464063572076e-11,1.210464063572076e-11,32,32,3.0698372835618706,3.073067094388783,0.00978166096206991,0.270622162319612,0.0798747520914095,1.2206050364614386e-7,4.9335811562419e-4,3.3163782987746484e-4,3.2648028403965734e-6,1.1458019955878974e-6,2.894279471882689e-6,-4.584388731527357e-5,0,0
Sodium_in_urine.all_ethnicities.both.dynamic_med_corrected.RAW,1.2681296320561815e-11,1.2681296320561815e-11,1.3101006234649524e-11,1.3101006234649524e-11,31,31,3.080701611670607,3.0857970755471005,0.00937120839218932,0.271656264737432,0.07891508110347295,1.2205557397709857e-7,4.9372068438658e-4,3.3162328612779097e-4,3.148335789946795e-6,1.0293292788077248e-6,2.7792843134629784e-6,-4.595888624971443e-5,0,0
Sodium_in_urine.all_ethnicities.both.original.IRNT,0.09163495848648984,0.09163495848648984,0.0916588902653183,0.0916588902653183,40,40,2.857896088629472,2.857803076882568,0.00959664062342194,0.384051754607529,0.08037706988244159,1.2207816994774246e-7,4.9409410881066e-4,3.3165662709780456e-4,3.594200742210174e-6,1.650510536480021e-6,5.063325948944514e-4,4.6143404056625537e-4,0,0
Sodium_in_urine.all_ethnicities.both.original.RAW,0.02925602145956978,0.02925602145956978,0.09863480790800122,0.09863480790800122,40,40,3.1866913390957667,2.835948660382232,0.00961876734550326,0.382988231815399,0.08046189857366551,1.2206316978213024e-7,4.9406758892328e-4,3.3163643050054164e-4,3.4524287398501885e-6,1.5110449807093085e-6,0.00298615187153505,0.00297396229348845,0,0
Sodium_in_urine.all_ethnicities.both.original.with_med_correction.IRNT,0.09001902907948031,0.09001902907948031,0.09004253883525316,0.09004253883525316,40,40,2.867826669765286,2.867735164310765,0.00936207236509829,0.407464907954331,0.07848895284273635,1.220735017178293e-7,4.9419316007713e-4,3.3165364391289783e-4,3.5561046271698205e-6,1.6178397545529857e-6,7.01088945013778e-4,6.562414053715299e-4,0,0
Sodium_in_urine.all_ethnicities.both.original.with_med_correction.RAW,0.02909586291987808,0.02909586291987808,0.09768074880484771,0.09768074880484771,40,40,3.184604979222668,2.842817666893126,0.00933585546063995,0.402588958410899,0.07830035082104911,1.216857472273815e-7,4.934304387065e-4,3.3112516182446424e-4,3.4263706032156005e-6,1.490716854346541e-6,0.00316189605480921,0.00314954686819113,0,0
Sodium_in_urine.all_ethnicities.both.static_med_corrected.IRNT,1.098411439000798e-12,1.098411439000798e-12,-2.938432211722808e-12,2.938432211722808e-12,12,25,3.0051287187750693,3.073634833710575,0.00982772603521195,0.290915806110366,0.079718898004452865,1.220498664312481e-7,4.931549515364e-4,3.3162323776693057e-4,3.275059700993054e-6,1.156059404695539e-6,2.9080524586583088e-6,-4.583011347493629e-5,0,0
Sodium_in_urine.all_ethnicities.both.static_med_corrected.RAW,2.397560285983906e-12,2.397560285983906e-12,-1.6253615022592398e-12,1.6253615022592398e-12,22,17,3.009668659786752,3.0596336806610367,0.00962055527338089,0.286911690977897,0.07963324834836087,1.220546517450409e-7,4.9352594476212e-4,3.316235850199468e-4,3.170658136237515e-6,1.0516527410742187e-6,2.8042664200981645e-6,-4.593390295801918e-5,0,0
Speed_of_sound_through_heel_left.all_ethnicities.both.2nd_visit.original.RAW,-0.371536824085872,0.371536824085872,0.04029508487601734,0.04029508487601734,40,40,2.9437021425848964,3.3458606598839884,0.00983209375973794,0.246343805953992,0.07852972238928954,1.2974860739943724e-7,5.1917664792228e-4,3.419354844110196e-4,2.0424843508285576e-4,-1.534462277102966e-5,0.00142325701250589,0.00134739861790278,0,0
Speed_of_sound_through_heel_left.all_ethnicities.both.dynamic_med_corrected.IRNT,-7.193350676273743e-14,7.193350676273743e-14,-2.118195682875275e-13,2.118195682875275e-13,5,8,3.1631398667506043,3.169409154045146,0.00930700419190629,0.265196098624325,0.07843129780676462,1.2381829082483017e-7,5.0250944578232e-4,3.338677693098444e-4,1.1327197946150765e-5,5.045594662004876e-6,1.0339207764976903e-5,-1.341533531651711e-4,0.005,0
Speed_of_sound_through_heel_left.all_ethnicities.both.dynamic_med_corrected.RAW,1.9083474035055025e-11,1.9083474035055025e-11,1.209273748649298e-11,1.209273748649298e-11,40,40,2.901383156663796,3.024842272581677,0.00948564249536753,0.270168518969255,0.08067223783890551,1.2381957969389038e-7,5.0251942308023e-4,3.3387220063063323e-4,9.973302998569598e-6,3.691496347528754e-6,9.067713808528246e-6,-1.3542504373082235e-4,0,0
Speed_of_sound_through_heel_left.all_ethnicities.both.original.IRNT,0.1378037201640211,0.1378037201640211,0.1381888262925479,0.1381888262925479,40,40,2.709227914827467,2.707643424556548,0.00967439143925288,0.248621291050071,0.0827539077048278,1.2380432448135016e-7,5.0360065439285e-4,3.3384977888401327e-4,1.045252789662332e-5,4.5678367257551145e-6,0.00150925571285671,0.00137221651791093,0,0
Speed_of_sound_through_heel_left.all_ethnicities.both.original.RAW,0.07838471656196455,0.07838471656196455,0.15898782333983824,0.15898782333983824,38,40,2.8612009231432864,2.5624644877360083,0.00965213448209903,0.252349463620338,0.08267982660248949,1.2376492037168425e-7,5.0349229597254e-4,3.337961308356732e-4,9.235682893612984e-6,3.351658289685311e-6,0.00228947323442929,0.00228682943518721,0,0
Speed_of_sound_through_heel_left.all_ethnicities.both.original.with_med_correction.IRNT,0.1378037201640211,0.1378037201640211,0.1381888262925479,0.1381888262925479,40,40,2.709227914827467,2.707643424556548,0.00967439143925288,0.248621291050071,0.0827539077048278,1.2380432448135016e-7,5.0360065439285e-4,3.3384977888401327e-4,1.045252789662332e-5,4.5678367257551145e-6,0.00150925571285671,0.00137221651791093,0,0
Speed_of_sound_through_heel_left.all_ethnicities.both.original.with_med_correction.RAW,0.07838471656196455,0.07838471656196455,0.15898782333983824,0.15898782333983824,38,40,2.8612009231432864,2.5624644877360083,0.00965213448209903,0.252349463620338,0.08267982660248949,1.2376492037168425e-7,5.0349229597254e-4,3.337961308356732e-4,9.235682893612984e-6,3.351658289685311e-6,0.00228947323442929,0.00228682943518721,0,0
Speed_of_sound_through_heel_left.all_ethnicities.both.static_med_corrected.IRNT,7.05996200031072e-13,7.05996200031072e-13,7.958069891763233e-13,7.958069891763233e-13,31,31,3.2985057792264056,3.2899778433209197,0.00912167506458459,0.267468869331229,0.07743022357873244,1.238308394667957e-7,5.024936330757e-4,3.338749401099532e-4,1.1385505880250124e-5,5.103910796952488e-6,1.0385050981547712e-5,-1.341075039064887e-4,0.005,0
Speed_of_sound_through_heel_left.all_ethnicities.both.static_med_corrected.RAW,2.8076580392273977e-11,2.8076580392273977e-11,1.7842392009391254e-11,1.7842392009391254e-11,40,40,3.2102715749261317,3.304037949931943,0.00960531254158888,0.279681970551673,0.0796103812485801,1.23835795671074e-7,5.0211211738012e-4,3.338907340250192e-4,1.0022387602843268e-5,3.740587774537824e-6,9.106734307394596e-6,-1.3538601856492668e-4,0,0
Speed_of_sound_through_heel_right.all_ethnicities.both.2nd_visit.original.RAW,-0.38348920519665586,0.38348920519665586,0.04967236857811275,0.04967236857811275,40,40,2.9328104894353415,3.3739383854201814,0.00953803214681171,0.278996012824024,0.07805689355458438,1.2987734604192213e-7,5.2532029020007e-4,3.423962893615455e-4,1.959678526476036e-4,-2.016595130063109e-5,0.00142455567233734,0.00134913406603376,0,0
Speed_of_sound_through_heel_right.all_ethnicities.both.dynamic_med_corrected.IRNT,6.3671857024595186e-12,6.3671857024595186e-12,4.592887775358589e-12,4.592887775358589e-12,40,40,2.8024830140355688,2.833713413072332,0.01001177692678565,0.27309148856748,0.08085325246764703,1.239303935751135e-7,5.0353864739782e-4,3.340340948802578e-4,1.196276382224242e-5,5.681137512810765e-6,1.0732502073615411e-5,-1.337627121929177e-4,0.005,0
Speed_of_sound_through_heel_right.all_ethnicities.both.dynamic_med_corrected.RAW,5.133541810438998e-12,5.133541810438998e-12,3.4751851454830485e-12,3.4751851454830485e-12,40,40,2.9872038180025378,3.0849462042848907,0.00977520701277834,0.270288855547604,0.0790857537247718,1.2391843601639157e-7,5.032935861612e-4,3.34014593613557e-4,1.081698488095388e-5,4.535187123777529e-6,9.632771165004786e-6,-1.3486260461286165e-4,0,0
Speed_of_sound_through_heel_right.all_ethnicities.both.original.IRNT,0.13432533525273002,0.13432533525273002,0.13471170378740183,0.13471170378740183,40,40,2.777740408204995,2.776139362436494,0.00994946026490621,0.314572517576987,0.08015241895019017,1.2387620644587205e-7,5.044178233951e-4,3.3396803353659936e-4,1.1320387168486934e-5,5.450243523844045e-6,0.00145207214390996,0.00131542372493726,0,0
Speed_of_sound_through_heel_right.all_ethnicities.both.original.RAW,0.07940296184613009,0.07940296184613009,0.15708191091917553,0.15708191091917553,38,40,2.8529806600402217,2.624974010981328,0.00996780041018994,0.315482446567755,0.08020149496012502,1.2386363030120074e-7,5.0440542758723e-4,3.339511238043967e-4,1.0200911335106476e-5,4.3299060682316926e-6,0.00228976596283381,0.00228712340045877,0,0
Speed_of_sound_through_heel_right.all_ethnicities.both.original.with_med_correction.IRNT,0.1341075166720491,0.1341075166720491,0.13449325868123574,0.13449325868123574,40,40,2.7768736322678067,2.775268996311086,0.00997791703323983,0.315628347722135,0.08038171705535693,1.2388278905032061e-7,5.0409827637649e-4,3.339922394196949e-4,1.115578777391435e-5,5.28767006391373e-6,0.00144617165746753,0.00130957655745718,0,0
Speed_of_sound_through_heel_right.all_ethnicities.both.original.with_med_correction.RAW,0.0794037442366704,0.0794037442366704,0.1568452877609514,0.1568452877609514,38,40,2.8528674639322924,2.6243704084090225,0.00996168643037282,0.316180680899515,0.08031749142803957,1.23864646468451e-7,5.0407523606059e-4,3.339680512754301e-4,1.0080985697602518e-5,4.212148537463545e-6,0.00228984654135289,0.00228720363769907,0,0
Speed_of_sound_through_heel_right.all_ethnicities.both.static_med_corrected.IRNT,-1.5717097004176957e-12,1.5717097004176957e-12,-1.270629636091735e-12,1.270629636091735e-12,40,40,3.1450851914776763,3.24631840738437,0.01019202315088413,0.277379897059473,0.07975253283206395,1.2392147622732905e-7,5.0368035595889e-4,3.340357074586253e-4,1.2243203237511514e-5,5.9616169533566676e-6,1.0975106496038378e-5,-1.335200756160056e-4,0.005,0
Speed_of_sound_through_heel_right.all_ethnicities.both.static_med_corrected.RAW,-7.37362714617284e-12,7.37362714617284e-12,-6.957877644465496e-12,6.957877644465496e-12,40,40,3.338157433958606,3.3140437542854797,0.00998630510105126,0.283011041301088,0.0789516409563714,1.2392713878864624e-7,5.0347175548102e-4,3.340372368324142e-4,1.1044308128350949e-5,4.762542462746224e-6,9.822827047539208e-6,-1.3467252477719497e-4,0,0
Speed_of_sound_through_heel.all_ethnicities.both.2nd_visit.original.RAW,-0.2944980899141348,0.2944980899141348,0.06768836989229125,0.06768836989229125,38,40,2.9547811825058576,3.2468938667870018,0.00850234046106153,0.255991571919235,0.07544161246756939,1.2900043084463934e-7,5.1953012501558e-4,3.4067156916129537e-4,8.607837910910854e-5,8.204056908128754e-7,0.0016340668907544,0.00160279174690924,0,0
Speed_of_sound_through_heel.all_ethnicities.both.dynamic_med_corrected.IRNT,-4.083853356839588e-13,4.083853356839588e-13,-2.907380917318867e-12,2.907380917318867e-12,15,37,3.2277402301675293,3.218507939059737,0.00993449238639574,0.301378216513471,0.08072173206071917,1.2287543092656094e-7,4.9772698754029e-4,3.327311624569873e-4,9.840722275845448e-6,6.1974004558573665e-6,8.795584005855473e-6,-7.501221201614041e-5,0.005,0
Speed_of_sound_through_heel.all_ethnicities.both.dynamic_med_corrected.RAW,2.406351309008373e-12,2.406351309008373e-12,1.0385333447497952e-11,1.0385333447497952e-11,32,38,2.9945501333308124,2.9008261362196697,0.00928640565136055,0.286125427634908,0.07823214162830358,1.2287029261024024e-7,4.973566551664e-4,3.3271566539396435e-4,8.73196912418408e-6,5.088552310650302e-6,7.831236497200174e-6,-7.597663724420482e-5,0,0
Speed_of_sound_through_heel.all_ethnicities.both.original.IRNT,0.08135137202566244,0.08135137202566244,0.08184969046471614,0.08184969046471614,40,40,2.9389401217968656,2.9360749599353047,0.00968085570904258,0.316255633422763,0.07962762008471401,1.2282887098516446e-7,4.9812634472244e-4,3.3265828367544706e-4,9.40157379949319e-6,5.934677100881414e-6,0.00142410706913746,0.00134341625663019,0,0
Speed_of_sound_through_heel.all_ethnicities.both.original.RAW,-0.1079290591336669,0.1079290591336669,0.0971276952137854,0.0971276952137854,40,40,2.8796403335947987,2.812592413986248,0.00968942853122851,0.315106032599635,0.07958912507583547,1.2277727458549914e-7,4.9802645451063e-4,3.3258862913947856e-4,8.370770579933795e-6,4.895706349046514e-6,0.00227265774056384,0.00227113218508956,0,0
Speed_of_sound_through_heel.all_ethnicities.both.original.with_med_correction.IRNT,0.08135137202566244,0.08135137202566244,0.08184969046471614,0.08184969046471614,40,40,2.9389401217968656,2.9360749599353047,0.00968085570904258,0.316255633422763,0.07962762008471401,1.2282887098516446e-7,4.9812634472244e-4,3.3265828367544706e-4,9.40157379949319e-6,5.934677100881414e-6,0.00142410706913746,0.00134341625663019,0,0
Speed_of_sound_through_heel.all_ethnicities.both.original.with_med_correction.RAW,-0.1079290591336669,0.1079290591336669,0.0971276952137854,0.0971276952137854,40,40,2.8796403335947987,2.812592413986248,0.00968942853122851,0.315106032599635,0.07958912507583547,1.2277727458549914e-7,4.9802645451063e-4,3.3258862913947856e-4,8.370770579933795e-6,4.895706349046514e-6,0.00227265774056384,0.00227113218508956,0,0
Speed_of_sound_through_heel.all_ethnicities.both.static_med_corrected.IRNT,-4.083853356839588e-13,4.083853356839588e-13,-2.907380917318867e-12,2.907380917318867e-12,15,37,3.2277402301675293,3.218507939059737,0.00993449238639574,0.301378216513471,0.08072173206071917,1.2287543092656094e-7,4.9772698754029e-4,3.327311624569873e-4,9.840722275845448e-6,6.1974004558573665e-6,8.795584005855473e-6,-7.501221201614041e-5,0.005,0
Speed_of_sound_through_heel.all_ethnicities.both.static_med_corrected.RAW,2.406351309008373e-12,2.406351309008373e-12,1.0385333447497952e-11,1.0385333447497952e-11,32,38,2.9945501333308124,2.9008261362196697,0.00928640565136055,0.286125427634908,0.07823214162830358,1.2287029261024024e-7,4.973566551664e-4,3.3271566539396435e-4,8.73196912418408e-6,5.088552310650302e-6,7.831236497200174e-6,-7.597663724420482e-5,0,0
Spherical_equivalent.all_ethnicities.both.2nd_visit.original.RAW,0.04445301770670371,0.04445301770670371,-0.01093192816864722,0.01093192816864722,39,20,3.368345457181162,3.38226207131993,0.01002883478373654,0.294926007448311,0.08054751899517068,1.30267638215407e-7,5.2318769626506e-4,3.424681400603545e-4,2.932908917093503e-4,4.138479084852056e-5,0.00282823030780235,-0.00299576309968551,0,0
Spherical_equivalent.all_ethnicities.both.dynamic_med_corrected.IRNT,6.171044670230268e-6,6.171044670230268e-6,6.357308762570217e-6,6.357308762570217e-6,9,9,3.332281455141991,3.331630359384173,0.0099412658414211,0.276103265123231,0.07985828516957162,1.2437182970451678e-7,5.0295039668229e-4,3.3460381450873064e-4,1.5865225345576476e-5,6.7032585380399825e-6,1.3841423348342266e-5,-1.9691339946909672e-4,0,0
Spherical_equivalent.all_ethnicities.both.dynamic_med_corrected.RAW,7.5565711629899825e-6,7.5565711629899825e-6,8.952356013122974e-6,8.952356013122974e-6,10,10,3.3145860874780047,3.3166840686176315,0.0103366988564826,0.265567315980351,0.08417514644820186,1.2443255605636937e-7,5.0293035459845e-4,3.346358906247458e-4,1.4855710192061996e-05,5.693532337922605e-6,1.2994106228185334e-5,-1.9776088515990745e-4,0,0
Spherical_equivalent.all_ethnicities.both.original.IRNT,-0.03068950410283,0.03068950410283,-0.03092989121245117,0.03092989121245117,37,37,3.2124504239762888,3.2118546806709034,0.00971714477776912,0.244776513519031,0.0808596816960294,1.2436690077222046e-7,5.0209181435245e-4,3.3461623650444015e-4,1.4608594533518926e-5,5.933053519494025e-6,0.00483137886236572,0.00462368531923131,0,0
Spherical_equivalent.all_ethnicities.both.original.RAW,-0.03564939903179094,0.03564939903179094,-0.0203705658419211,0.0203705658419211,39,36,3.2055373014784454,3.283230920980387,0.00965224416363257,0.236812504305376,0.08053636113957771,1.23982765236022e-7,5.0134051811688e-4,3.341016304826901e-4,1.419589559842338e-5,5.3374111199100405e-6,0.00342490920145102,0.00321856630106399,0,0
Spherical_equivalent.all_ethnicities.both.original.with_med_correction.IRNT,-0.03068950410283,0.03068950410283,-0.03092989121245117,0.03092989121245117,37,37,3.2124504239762888,3.2118546806709034,0.00971714477776912,0.244776513519031,0.0808596816960294,1.2436690077222046e-7,5.0209181435245e-4,3.3461623650444015e-4,1.4608594533518926e-5,5.933053519494025e-6,0.00483137886236572,0.00462368531923131,0,0
Spherical_equivalent.all_ethnicities.both.original.with_med_correction.RAW,-0.03564939903179094,0.03564939903179094,-0.0203705658419211,0.0203705658419211,39,36,3.2055373014784454,3.283230920980387,0.00965224416363257,0.236812504305376,0.08053636113957771,1.23982765236022e-7,5.0134051811688e-4,3.341016304826901e-4,1.419589559842338e-5,5.3374111199100405e-6,0.00342490920145102,0.00321856630106399,0,0
Spherical_equivalent.all_ethnicities.both.static_med_corrected.IRNT,6.088471080843462e-6,6.088471080843462e-6,6.314211139056749e-6,6.314211139056749e-6,9,9,3.3239344083515805,3.3234280391201585,0.01004073518619419,0.272117738705649,0.08052976151504103,1.244052113464187e-7,5.0303766746732e-4,3.346422206832127e-4,1.5923089463701194e-5,6.761134660878678e-6,1.3892609088326976e-5,-1.9686220404853047e-4,0,0
Spherical_equivalent.all_ethnicities.both.static_med_corrected.RAW,7.441961075038932e-6,7.441961075038932e-6,8.848893308451756e-6,8.848893308451756e-6,9,10,3.3163085390741367,3.3184392190304375,0.01018639331348571,0.279145160039159,0.08299431464649955,1.244260207810362e-7,5.0259384205857e-4,3.346269660153601e-4,1.4894791043088468e-5,5.732621169161076e-6,1.302440551504262e-5,-1.977305806176485e-4,0,0
Standing_height.all_ethnicities.both.2nd_visit.original.RAW,-0.2629714826479616,0.2629714826479616,-0.04917618985700652,0.04917618985700652,38,38,2.906310196497629,3.0567143073506093,0.00972539136321439,0.266918334600408,0.08046084397754844,1.2609688379173868e-7,5.096049079383e-4,3.370305838557896e-4,2.619386260549472e-5,3.3426360021016066e-6,0.00169040568876721,0.00167144781343364,0,0
Standing_height.all_ethnicities.both.dynamic_med_corrected.IRNT,-1.2726114038776804e-11,1.2726114038776804e-11,-1.1578106440172819e-11,1.1578106440172819e-11,39,39,2.884954314136171,2.877593080024636,0.00861493219056322,0.285874384461821,0.07200523822516493,1.2197706758307666e-7,4.9455731646887e-4,3.3153533984682813e-4,1.3061123121517163e-5,1.100333808660592e-5,1.1546385719630546e-5,-3.579423492012344e-5,0.06,0.04
Standing_height.all_ethnicities.both.dynamic_med_corrected.RAW,-2.0181141043940856e-11,2.0181141043940856e-11,-1.833014847021645e-11,1.833014847021645e-11,40,40,2.9098396953190706,2.920407915365136,0.00839422728667837,0.308869284106908,0.07099035377033949,1.2197018157394465e-7,4.9481206236527e-4,3.3152878102718817e-4,1.3237204930834078e-5,1.117942729726873e-5,1.1697458958596522e-5,-3.564315541381903e-5,0.055,0.04
Standing_height.all_ethnicities.both.original.IRNT,-0.05376316698916993,0.05376316698916993,-0.05377765024338679,0.05377765024338679,38,38,2.9094465434614394,2.909398233464882,0.0099291872602348,0.262979969005203,0.07972378888577471,1.2197830895784954e-7,4.9424764847291e-4,3.315554219889976e-4,6.5576089007812755e-6,5.559129539145502e-6,2.763314948920348e-4,2.5325992772973205e-4,0,0
Standing_height.all_ethnicities.both.original.RAW,-0.02607768724157582,0.02607768724157582,-0.0528445541810648,0.0528445541810648,40,38,3.239655147453844,2.9064341363765873,0.00973146798396655,0.244997398022675,0.07960710758555707,1.1328554741582053e-7,4.765465120632e-4,3.19523817163127e-4,6.351340704591202e-6,5.396832134629825e-6,0.00229787788659863,0.0022969686093085,0,0
Standing_height.all_ethnicities.both.original.with_med_correction.IRNT,-0.05381454631976977,0.05381454631976977,-0.05382904341505967,0.05382904341505967,38,38,2.908155256278363,2.9081065431151765,0.00986528348464211,0.27265671077445103,0.07978183291809988,1.219798011987595e-7,4.9439385238166e-4,3.315562560083479e-4,6.528694505014698e-6,5.530605835413205e-6,2.4154533756337584e-4,2.1849563792442073e-4,0,0
Standing_height.all_ethnicities.both.original.with_med_correction.RAW,-0.02607489592523951,0.02607489592523951,-0.05285409142462116,0.05285409142462116,40,38,3.239586834666912,2.906031122093548,0.0097113776488516,0.260480847106763,0.07932126294163268,1.2052601143424909e-7,4.9153466343079e-4,3.295741969909297e-4,6.345359398363115e-6,5.3907674874009714e-6,0.0022964327396745,0.00229552413924305,0,0
Standing_height.all_ethnicities.both.static_med_corrected.IRNT,-1.5037763242718316e-11,1.5037763242718316e-11,-1.453491356953284e-11,1.453491356953284e-11,39,39,2.925074376943098,2.954189647266294,0.00884433490135232,0.289250584549822,0.07292833266384625,1.2197367217537156e-7,4.9470885141161e-4,3.315339627711834e-4,1.305414569820632e-5,1.099635995970183e-5,1.1523506055692076e-5,-3.5817116125065435e-5,0.05,0.035
Standing_height.all_ethnicities.both.static_med_corrected.RAW,-6.7580775044035545e-12,6.7580775044035545e-12,-4.6307587821246016e-12,4.6307587821246016e-12,31,24,3.1157986476209474,3.125776431156373,0.0086090593650242,0.306065621615794,0.07322044852794979,1.2196510194431885e-7,4.9483461204472e-4,3.315160740348233e-4,1.3194564632527683e-5,1.1136784743959738e-5,1.16476781771336e-5,-3.569293880133664e-5,0.05,0.04
Systolic_blood_pressure_automated_reading.all_ethnicities.both.2nd_visit.original.RAW,-0.26386269274311985,0.26386269274311985,-0.01473233322459946,0.01473233322459946,38,32,2.9087601356644983,3.3458814948174425,0.01001915564131286,0.289508695472662,0.07951869697274747,1.24483826375616e-7,5.0616239278978e-4,3.3480677087414554e-4,4.947331211341277e-5,4.152552375014107e-7,7.611511014056216e-4,7.33104417831365e-4,0,0
Systolic_blood_pressure_automated_reading.all_ethnicities.both.dynamic_med_corrected.IRNT,2.4887856039538475e-11,2.4887856039538475e-11,2.6387308870685707e-11,2.6387308870685707e-11,38,38,2.8449287322132997,2.863262240168472,0.01154142450605362,0.426896051623493,0.08610548705535569,1.220793094462993e-7,4.9506131339918e-4,3.316739636004813e-4,7.458861539887734e-6,5.2150249602084234e-06,7.100255376821519e-6,-4.4513895872435927e-5,0.005,0.005
Systolic_blood_pressure_automated_reading.all_ethnicities.both.dynamic_med_corrected.RAW,2.210771820752084e-11,2.210771820752084e-11,2.3427143116576815e-11,2.3427143116576815e-11,38,38,2.859843299774066,2.881944171751241,0.01105249894761323,0.409470567486831,0.08263019452627592,1.220722131162286e-7,4.9511963530899e-4,3.31666104999543e-4,7.3418137534767025e-6,5.097969762538625e-6,6.891280584474836e-6,-4.472288281062629e-5,0.005,0.005
Systolic_blood_pressure_automated_reading.all_ethnicities.both.original.IRNT,-0.01371595185333137,0.01371595185333137,-0.01371672153754512,0.01371672153754512,34,34,3.1928148515809083,3.1927388493178053,0.01131913627157053,0.307798797003917,0.08533625545190554,1.2209150456281396e-7,4.9556879429575e-4,3.31678064105984e-4,5.583671042252991e-6,3.645220213788214e-6,0.01312412731941742,0.01307430824947084,0,0
Systolic_blood_pressure_automated_reading.all_ethnicities.both.original.RAW,-0.0122397529497427,0.0122397529497427,-0.01300170710046323,0.01300170710046323,29,34,3.193405604000781,3.211469014149563,0.01130500079888582,0.314664389667756,0.08504309288013255,1.2148125499640673e-7,4.9430946372739e-4,3.3084508962135176e-4,5.531471288428014e-6,3.579004718728962e-6,0.00100027352231901,9.99068613127263e-4,0,0
Systolic_blood_pressure_automated_reading.all_ethnicities.both.original.with_med_correction.IRNT,-0.00702338276334048,0.00702338276334048,-0.00702377688741573,0.00702377688741573,26,26,3.1918357016324883,3.191762425450692,0.01191592542732818,0.36141154850298,0.08674019435108037,1.220824625659427e-7,4.9579291384845e-4,3.316619164837822e-4,6.011187903026682e-6,4.146256984138841e-6,0.01660496191306435,0.01655544736267763,0,0
Systolic_blood_pressure_automated_reading.all_ethnicities.both.original.with_med_correction.RAW,-0.01128094066240492,0.01128094066240492,-0.00565021432439915,0.00565021432439915,28,22,3.1956295849507237,3.2106779547005675,0.01194078811276739,0.362608059185284,0.08664205351234885,1.2204373273097597e-7,4.9571228497045e-4,3.316093052569527e-4,5.988158355202389e-6,4.1074648619299214e-6,8.34436102293612e-4,8.3325344777474e-4,0,0
Systolic_blood_pressure_automated_reading.all_ethnicities.both.static_med_corrected.IRNT,3.433326667347963e-11,3.433326667347963e-11,3.296145254287056e-11,3.296145254287056e-11,39,39,2.956076208588172,2.958847120499406,0.01141001124601773,0.419669989381219,0.08597318063849149,1.22070965110606e-7,4.9552547301392e-4,3.316603831910217e-4,6.567773495946538e-6,4.323892317844024e-6,6.363877736854559e-6,-4.525031076692161e-5,0.005,0.005
Systolic_blood_pressure_automated_reading.all_ethnicities.both.static_med_corrected.RAW,3.461943138482233e-11,3.461943138482233e-11,3.332860906623492e-11,3.332860906623492e-11,39,39,2.954179082894655,2.9510833764982527,0.011111453279703771,0.433446768399406,0.08440667981737056,1.2207338895961378e-7,4.9541997915433e-4,3.3166096881359695e-4,6.438350546879738e-6,4.194461296881946e-6,6.1438105706654955e-6,-4.5470390663779467e-5,0.005,0.005
Testosterone.all_ethnicities.both.2nd_visit.original.RAW,-0.21076504053901607,0.21076504053901607,-0.01981716028504857,0.01981716028504857,38,39,2.932152742380727,3.482258849891198,0.01075091580468766,0.29146413872448,0.08449364344147407,1.2866863137437325e-7,5.1832545921129e-4,3.404091547495324e-4,1.602022921476376e-5,7.455300935488296e-7,9.868667518353468e-5,-4.457591186324272e-5,0,0
Testosterone.all_ethnicities.both.dynamic_med_corrected.IRNT,-1.2488221128087815e-11,1.2488221128087815e-11,-1.2498652365866245e-11,1.2498652365866245e-11,38,38,3.086752986729705,3.086758530992071,0.01046068689859327,0.277750164231628,0.08039756837844857,1.2217556744585208e-7,4.9415863935685e-4,3.317847733746164e-4,4.156461837699384e-6,1.7788935299922745e-6,3.7714271704292624e-6,-5.0914744549778575e-5,0,0
Testosterone.all_ethnicities.both.dynamic_med_corrected.RAW,-1.3873511465632588e-12,1.3873511465632588e-12,-1.0965062399369112e-12,1.0965062399369112e-12,28,24,3.147405917669186,3.131722427660234,0.00994808861429381,0.249699476696572,0.0802257031262887,1.221835390693265e-7,4.9476219386636e-4,3.317832500068802e-4,5.363050030804825e-6,2.985548177378835e-6,4.915198037092063e-6,-4.977090656728349e-5,0,0
Testosterone.all_ethnicities.both.original.IRNT,-0.00312769658319692,0.00312769658319692,-0.00312854774963066,0.00312854774963066,25,25,3.3366733002001228,3.3366756345270665,0.01115967141120295,0.350035966282416,0.08398332931274316,1.2219357258824376e-7,4.9624651439571e-4,3.318188792695324e-4,1.608191902979783e-6,7.408348002835297e-7,3.3327241688629883e-4,3.131850599935593e-4,0,0
